Top_up_Credit_Card_ID,Amount,Credit_Card_Number,Wallet_ID,Top_Up_Date
CT00001594,17885.99,0640-5456-2605-6181,W000001594,2021-02-11
CT00001595,5249.73,7578-2940-8140-1582,W000001595,2019-06-16
CT00001596,31101.43,9530-0268-1931-7431,W000001596,2022-02-23
CT00001597,22632.47,1120-5208-1150-2228,W000001597,2019-11-25
CT00001598,33186.22,6044-0343-4724-4490,W000001598,2020-12-11
CT00001599,3130.46,4426-9014-5213-1221,W000001599,2021-05-30
CT00001600,26994.13,1427-7663-8329-4500,W000001600,2021-05-03
CT00001601,22961.41,4633-2539-6554-3055,W000001601,2021-10-29
CT00001602,32622.47,7228-3631-6553-3569,W000001602,2021-07-14
CT00001603,1903.98,1504-5913-5046-6952,W000001603,2019-06-04
CT00001604,20826.69,7935-5853-3567-5802,W000001604,2019-11-21
CT00001605,27902.69,5306-8528-9957-3017,W000001605,2020-11-20
CT00001606,3088.52,2082-1234-7859-2304,W000001606,2019-05-03
CT00001607,12242.74,2911-4623-4690-2235,W000001607,2020-01-15
CT00001608,16494.51,5984-7589-8111-4621,W000001608,2021-11-10
CT00001609,1826.51,4602-1097-1796-2920,W000001609,2020-01-15
CT00001610,19527.82,7044-1029-9987-2027,W000001610,2020-06-19
CT00001611,1797.59,2126-8126-4965-4547,W000001611,2020-01-23
CT00001612,23046.67,5197-0671-8311-3623,W000001612,2020-11-13
CT00001613,22593.41,6787-8464-0028-7985,W000001613,2019-10-06
CT00001614,7523.59,9904-2352-0042-7264,W000001614,2019-01-22
CT00001615,9805.18,6736-4211-0562-9425,W000001615,2022-02-25
CT00001616,3351.03,7044-1029-9987-2027,W000001616,2019-11-13
CT00001617,12876.56,5054-7865-7851-6679,W000001617,2021-11-02
CT00001618,19402.1,5424-5224-5497-1897,W000001618,2019-10-06
CT00001619,1387.9,4859-2106-0924-8947,W000001619,2021-08-22
CT00001620,33957.0,1991-3278-5966-3087,W000001620,2020-09-06
CT00001621,5072.73,6687-2187-8265-8594,W000001621,2020-04-13
CT00001622,7467.08,3103-1638-3858-3240,W000001622,2020-12-12
CT00001623,15403.11,3323-4529-2376-5869,W000001623,2021-03-22
CT00001624,18943.07,6467-0683-1642-5641,W000001624,2021-01-18
CT00001625,25471.66,8335-6390-3499-9976,W000001625,2020-09-10
CT00001626,25272.32,2513-8634-0336-9138,W000001626,2020-05-19
CT00001627,14046.81,6651-4806-6580-0642,W000001627,2021-09-15
CT00001628,31256.88,4025-2184-2366-7738,W000001628,2019-09-09
CT00001629,25973.97,7460-7623-6292-2355,W000001629,2021-06-22
CT00001630,28413.29,8929-0293-5472-5436,W000001630,2020-08-01
CT00001631,24752.8,1504-5913-5046-6952,W000001631,2019-09-20
CT00001632,25165.27,3975-0557-9383-0994,W000001632,2019-06-19
CT00001633,28791.68,9875-4232-5190-3917,W000001633,2019-06-28
CT00001634,21224.68,6960-7288-9376-1539,W000001634,2019-07-16
CT00001635,22892.14,5685-9474-6813-8483,W000001635,2019-12-05
CT00001636,15241.28,4448-6254-7651-9126,W000001636,2021-08-16
CT00001637,24205.95,4357-3997-5815-3739,W000001637,2020-09-25
CT00001638,4055.71,1303-1758-2096-4336,W000001638,2021-01-24
CT00001639,6378.98,1208-2813-4296-6721,W000001639,2022-02-26
CT00001640,2470.47,3418-6295-9847-0612,W000001640,2022-03-09
CT00001641,10477.55,6996-5672-0489-9041,W000001641,2021-12-08
CT00001642,12345.44,1752-1465-6917-2730,W000001642,2022-03-04
CT00001643,21037.66,4283-3754-0459-9088,W000001643,2019-03-14
CT00001644,15242.91,2134-7810-1544-9307,W000001644,2019-10-08
CT00001645,20523.34,1386-4909-1324-9978,W000001645,2020-11-30
CT00001646,12122.91,9760-8479-3612-8487,W000001646,2020-08-28
CT00001647,30220.14,5229-7356-8049-8192,W000001647,2019-12-10
CT00001648,4628.47,9984-4740-3717-3623,W000001648,2020-02-10
CT00001649,18454.33,9894-0455-4519-1535,W000001649,2021-11-18
CT00001650,25215.63,1227-5817-0130-6606,W000001650,2021-07-06
CT00001651,14580.76,2981-7989-9491-8016,W000001651,2020-06-01
CT00001652,6707.76,1405-8859-2986-4640,W000001652,2020-04-15
CT00001653,2224.51,8274-5448-3319-9574,W000001653,2021-02-18
CT00001654,27338.24,1692-2745-5326-5357,W000001654,2021-06-09
CT00001655,21493.02,0930-4567-2366-7895,W000001655,2020-09-12
CT00001656,34129.6,3494-0376-6569-6352,W000001656,2021-08-08
CT00001657,29106.09,1245-6966-6609-1977,W000001657,2021-05-02
CT00001658,30621.04,8063-1672-3553-1873,W000001658,2021-05-28
CT00001659,23413.54,7070-4635-6385-4569,W000001659,2021-01-15
CT00001660,27311.55,2476-3082-3193-3502,W000001660,2019-05-16
CT00001661,1697.76,5386-2381-8886-0752,W000001661,2019-01-26
CT00001662,8550.83,1399-5306-9613-2439,W000001662,2021-09-03
CT00001663,8865.12,1467-0612-0910-0868,W000001663,2020-04-02
CT00001664,19083.34,8178-5241-9390-0568,W000001664,2019-10-08
CT00001665,6443.42,6881-6511-6876-3828,W000001665,2019-04-17
CT00001666,28806.94,9942-8183-5102-9749,W000001666,2019-06-06
CT00001667,21260.03,1696-7910-6056-7453,W000001667,2019-02-25
CT00001668,25241.01,1346-3386-3413-4203,W000001668,2020-11-23
CT00001669,25759.39,8544-3003-9709-7906,W000001669,2021-09-02
CT00001670,11714.39,2482-1686-3760-2309,W000001670,2019-07-12
CT00001671,26510.18,3890-6715-6910-2521,W000001671,2020-02-08
CT00001672,9415.75,2216-3897-9453-1828,W000001672,2019-12-14
CT00001673,16132.93,7524-8990-4256-1687,W000001673,2019-12-21
CT00001674,18856.43,2826-1251-8759-2256,W000001674,2021-09-05
CT00001675,34734.81,2699-9290-1775-0478,W000001675,2021-05-03
CT00001676,11349.83,8034-8432-4440-2633,W000001676,2020-01-30
CT00001677,10570.79,8839-1865-7752-7022,W000001677,2021-06-09
CT00001678,31746.9,0185-9990-5139-7209,W000001678,2022-01-12
CT00001679,26669.82,0245-4308-4502-5060,W000001679,2019-11-25
CT00001680,2083.52,1156-5790-8146-1111,W000001680,2019-07-24
CT00001681,20558.9,2386-5146-2424-0358,W000001681,2021-02-21
CT00001682,11098.44,6651-4806-6580-0642,W000001682,2021-07-21
CT00001683,7217.65,4071-4989-7651-5335,W000001683,2021-03-11
CT00001684,5552.21,3509-1956-1692-1183,W000001684,2019-08-24
CT00001685,2662.92,2479-9796-2500-0999,W000001685,2021-08-20
CT00001686,21036.27,3761-9761-7798-1540,W000001686,2021-07-05
CT00001687,923.6,9907-0464-6042-5679,W000001687,2021-01-31
CT00001688,18272.05,0887-3512-2096-2740,W000001688,2021-05-12
CT00001689,12751.99,6483-4331-3715-3480,W000001689,2021-06-19
CT00001690,25354.15,3267-2648-9058-9943,W000001690,2020-05-07
CT00001691,23434.06,8866-6283-8571-5035,W000001691,2019-01-05
CT00001692,22240.05,3646-8967-4175-7320,W000001692,2019-08-17
CT00001693,12770.5,9538-5553-6662-9720,W000001693,2021-12-26
CT00001694,16710.85,3562-8506-2992-8580,W000001694,2022-02-23
CT00001695,13540.42,1661-4081-3992-2232,W000001695,2019-02-11
CT00001696,7979.08,7998-4828-2703-8892,W000001696,2019-08-31
CT00001697,20193.12,0123-7667-4862-0761,W000001697,2021-07-01
CT00001698,17651.23,0143-9416-9639-4609,W000001698,2020-09-06
CT00001699,9922.29,5813-9787-8495-3882,W000001699,2021-01-30
CT00001700,32484.42,7353-0970-9413-3729,W000001700,2021-07-20
CT00001701,1964.15,8406-0121-1150-9887,W000001701,2021-08-26
CT00001702,13395.29,2868-2780-3860-4134,W000001702,2019-01-25
CT00001703,25842.95,1661-4081-3992-2232,W000001703,2020-05-09
CT00001704,8662.31,9113-3458-5166-0481,W000001704,2021-06-02
CT00001705,23621.59,1200-2487-6004-8015,W000001705,2019-05-01
CT00001706,6607.75,8687-9097-6275-3177,W000001706,2019-06-07
CT00001707,26782.97,1158-8628-5817-5935,W000001707,2021-07-22
CT00001708,14381.43,9992-4628-8830-2633,W000001708,2021-06-10
CT00001709,13002.76,7721-4875-6218-8412,W000001709,2020-11-23
CT00001710,23867.46,5158-9096-5199-1445,W000001710,2019-01-16
CT00001711,14197.12,2577-8063-9090-9567,W000001711,2020-11-28
CT00001712,22398.67,8922-1019-4185-0330,W000001712,2022-01-25
CT00001713,24462.64,0694-8156-3283-8371,W000001713,2021-04-05
CT00001714,28193.82,8316-9605-5510-9747,W000001714,2020-01-09
CT00001715,16931.7,5306-8528-9957-3017,W000001715,2020-03-07
CT00001716,15673.84,6643-4189-8928-1842,W000001716,2019-04-04
CT00001717,20117.81,2943-3573-7004-6604,W000001717,2021-03-28
CT00001718,32710.41,6452-3089-2233-0064,W000001718,2020-06-29
CT00001719,26050.86,6181-7735-1986-1546,W000001719,2020-01-02
CT00001720,21939.56,5997-7450-0184-6423,W000001720,2019-05-07
CT00001721,31496.95,3167-4856-8463-2482,W000001721,2019-10-18
CT00001722,22688.78,4015-3695-2433-9159,W000001722,2021-03-29
CT00001723,13973.67,7935-5853-3567-5802,W000001723,2020-12-30
CT00001724,19265.37,8203-9047-5307-0211,W000001724,2019-07-16
CT00001725,32377.34,2900-7005-9362-6791,W000001725,2019-01-20
CT00001726,25781.83,0405-5530-8710-0345,W000001726,2020-05-27
CT00001727,24838.01,2605-0391-2541-8129,W000001727,2021-06-25
CT00001728,9482.29,3670-1580-0744-9120,W000001728,2021-03-02
CT00001729,12675.53,6900-3999-1053-6331,W000001729,2022-02-06
CT00001730,530.24,3670-1580-0744-9120,W000001730,2020-05-15
CT00001731,11432.51,6169-6479-1433-0063,W000001731,2020-01-19
CT00001732,392.65,3162-4108-8032-4206,W000001732,2021-07-20
CT00001733,24370.46,1182-1542-4090-9034,W000001733,2022-01-16
CT00001734,11829.78,6268-9372-8098-6814,W000001734,2019-04-10
CT00001735,22686.1,2468-2233-9395-1340,W000001735,2019-04-26
CT00001736,23975.56,2291-5203-6579-4665,W000001736,2019-11-27
CT00001737,12671.47,2216-3897-9453-1828,W000001737,2021-08-17
CT00001738,11702.45,8876-6084-4816-3401,W000001738,2019-11-09
CT00001739,16431.98,2133-0615-2444-3201,W000001739,2020-10-27
CT00001740,7168.15,2025-9631-6674-1224,W000001740,2021-11-26
CT00001741,27451.9,5638-9971-8743-8245,W000001741,2021-12-02
CT00001742,22306.22,0604-2360-1258-8761,W000001742,2019-12-10
CT00001743,11464.14,6392-1650-8723-1372,W000001743,2021-03-31
CT00001744,26021.83,7481-2486-8488-8757,W000001744,2019-03-21
CT00001745,31988.01,8604-2821-9033-0220,W000001745,2021-07-19
CT00001746,4339.17,8664-1541-0956-2889,W000001746,2020-03-29
CT00001747,16940.66,4157-7543-9589-8560,W000001747,2020-04-01
CT00001748,2356.55,2506-9697-8266-0023,W000001748,2020-07-23
CT00001749,27192.71,0696-2550-5310-3976,W000001749,2020-01-30
CT00001750,28113.62,3853-8192-8814-4756,W000001750,2020-06-23
CT00001751,4474.66,1441-2285-8918-7869,W000001751,2019-04-16
CT00001752,18909.79,7978-7429-5009-1430,W000001752,2020-06-01
CT00001753,34758.79,8582-1322-3324-4549,W000001753,2019-11-01
CT00001754,33812.71,7286-4191-0784-3670,W000001754,2021-11-29
CT00001755,4134.17,6732-5481-9684-8074,W000001755,2019-08-06
CT00001756,18852.97,8907-1160-8977-2501,W000001756,2021-09-12
CT00001757,26775.29,3806-1743-0495-7249,W000001757,2019-05-03
CT00001758,22934.06,0054-9748-1297-6820,W000001758,2019-04-19
CT00001759,18878.97,6151-5537-2634-2786,W000001759,2020-03-04
CT00001760,33974.66,2563-7688-1494-1294,W000001760,2020-03-22
CT00001761,27637.99,9787-6527-3785-8014,W000001761,2019-05-26
CT00001762,15122.3,8543-5213-5691-0695,W000001762,2021-07-27
CT00001763,15647.22,9619-5444-4992-4316,W000001763,2020-10-29
CT00001764,32779.9,4787-3901-0064-7898,W000001764,2021-05-01
CT00001765,535.48,5646-7333-5121-3296,W000001765,2020-04-27
CT00001766,9400.29,6881-6511-6876-3828,W000001766,2022-02-22
CT00001767,15764.8,4803-1758-7778-5175,W000001767,2021-10-30
CT00001768,19597.94,0930-4567-2366-7895,W000001768,2021-06-06
CT00001769,22024.62,9268-3456-9165-5984,W000001769,2021-11-28
CT00001770,28177.45,8865-2774-7469-5490,W000001770,2020-02-21
CT00001771,4580.32,1427-7663-8329-4500,W000001771,2022-02-10
CT00001772,8754.34,8612-5233-7238-4917,W000001772,2019-06-05
CT00001773,3274.5,0694-8156-3283-8371,W000001773,2022-02-07
CT00001774,17766.9,5521-7316-7572-5823,W000001774,2021-10-12
CT00001775,21538.27,3291-1669-3612-4581,W000001775,2020-07-25
CT00001776,18058.71,3558-1868-2112-4273,W000001776,2022-01-12
CT00001777,31271.79,1417-4109-1796-9897,W000001777,2020-07-08
CT00001778,13572.67,9038-4349-6014-4683,W000001778,2019-02-12
CT00001779,27459.14,6709-4761-6938-1969,W000001779,2020-07-21
CT00001780,23706.68,6714-4971-8619-1469,W000001780,2019-09-05
CT00001781,793.23,6850-7660-8034-2833,W000001781,2019-08-10
CT00001782,22600.2,4045-9148-3470-3181,W000001782,2021-11-06
CT00001783,21306.2,9199-0102-2458-4675,W000001783,2021-12-10
CT00001784,4171.06,8162-3360-2377-6601,W000001784,2020-05-05
CT00001785,33548.23,3115-2459-4950-2624,W000001785,2020-05-22
CT00001786,19208.88,2058-3298-9283-6656,W000001786,2019-12-31
CT00001787,31817.37,2324-3746-3714-3590,W000001787,2019-07-20
CT00001788,17344.53,8496-4712-2450-1689,W000001788,2020-06-26
CT00001789,19741.25,4490-2106-8587-9770,W000001789,2021-08-14
CT00001790,4280.94,8367-7868-3535-8561,W000001790,2021-02-15
CT00001791,14460.37,6532-1574-2940-0746,W000001791,2020-12-21
CT00001792,30604.84,6640-0300-9904-5205,W000001792,2020-06-11
CT00001793,22008.26,4205-0475-4694-6976,W000001793,2019-03-22
CT00001794,3266.75,5924-7225-6783-5160,W000001794,2019-05-17
CT00001795,33891.25,7705-7767-2814-4922,W000001795,2022-02-24
CT00001796,23328.68,5938-9903-1892-6983,W000001796,2022-01-17
CT00001797,384.9,5961-4372-0907-4715,W000001797,2021-11-29
CT00001798,20763.2,5831-8765-4715-2527,W000001798,2020-11-01
CT00001799,30705.81,2225-0831-9097-8463,W000001799,2021-01-09
CT00001800,19294.86,7886-2535-9701-5466,W000001800,2021-09-06
CT00001801,5891.97,0625-1503-8320-2488,W000001801,2021-06-25
CT00001802,29993.99,1024-0481-5508-4198,W000001802,2020-09-07
CT00001803,10949.84,5285-4094-3949-2882,W000001803,2021-06-15
CT00001804,6329.97,9796-0163-1229-9056,W000001804,2021-05-09
CT00001805,21497.0,5197-0671-8311-3623,W000001805,2019-12-17
CT00001806,496.79,2345-6763-7500-2726,W000001806,2019-12-05
CT00001807,15419.46,1237-0239-2470-4121,W000001807,2020-09-06
CT00001808,3269.36,3952-7789-2620-0701,W000001808,2022-01-02
CT00001809,12715.19,7522-9162-8512-7628,W000001809,2021-09-14
CT00001810,29541.38,2082-1234-7859-2304,W000001810,2020-09-10
CT00001811,9752.64,7541-5077-4176-1978,W000001811,2020-07-30
CT00001812,4405.95,3907-5192-5404-6692,W000001812,2019-05-17
CT00001813,5790.19,7996-9876-7150-7487,W000001813,2021-04-10
CT00001814,16975.43,3837-7869-1347-9609,W000001814,2021-03-04
CT00001815,2581.77,3099-3031-2867-3425,W000001815,2021-05-06
CT00001816,30301.2,7664-8100-2339-2172,W000001816,2021-03-25
CT00001817,24252.37,7720-3626-9501-2191,W000001817,2019-09-10
CT00001818,4944.44,8034-8432-4440-2633,W000001818,2020-04-18
CT00001819,26757.58,2361-0453-0283-5916,W000001819,2021-08-28
CT00001820,18021.04,1587-2685-4928-3783,W000001820,2019-04-15
CT00001821,32692.59,7720-1591-8107-6374,W000001821,2021-10-14
CT00001822,27755.64,8876-6084-4816-3401,W000001822,2022-01-22
CT00001823,13863.1,1606-7738-8824-4890,W000001823,2020-07-28
CT00001824,29071.9,3034-3695-4040-6391,W000001824,2022-02-25
CT00001825,2353.47,6195-6095-5090-7299,W000001825,2020-02-04
CT00001826,9566.71,4201-3507-9241-9893,W000001826,2021-02-26
CT00001827,25867.12,9657-5691-9073-4649,W000001827,2020-12-28
CT00001828,12915.94,2629-3169-3059-6874,W000001828,2019-12-19
CT00001829,31601.63,7060-2120-2259-8048,W000001829,2019-10-24
CT00001830,18681.21,5626-5606-9580-8013,W000001830,2020-02-24
CT00001831,29487.02,2680-3558-4048-0351,W000001831,2020-03-23
CT00001832,2512.23,1245-9908-3761-2315,W000001832,2019-05-04
CT00001833,5506.8,6623-2511-7315-7299,W000001833,2020-06-30
CT00001834,22704.63,1504-5913-5046-6952,W000001834,2020-02-01
CT00001835,4446.56,9243-1489-2536-2610,W000001835,2020-10-29
CT00001836,5403.99,2097-4935-6747-2552,W000001836,2020-01-02
CT00001837,9699.88,0015-2286-8815-8075,W000001837,2020-12-05
CT00001838,21224.72,9141-4765-4789-6654,W000001838,2019-09-15
CT00001839,19768.0,6268-9372-8098-6814,W000001839,2019-11-11
CT00001840,9601.0,5562-6704-7476-2281,W000001840,2022-01-31
CT00001841,28887.36,8115-5382-6751-7929,W000001841,2020-06-19
CT00001842,17538.33,5443-8009-9417-9605,W000001842,2020-08-22
CT00001843,34821.9,1414-8422-2408-1464,W000001843,2020-02-22
CT00001844,29093.06,0627-5148-8251-4801,W000001844,2020-04-12
CT00001845,34655.6,1120-5208-1150-2228,W000001845,2021-07-09
CT00001846,2534.71,0204-7884-7773-9390,W000001846,2019-05-20
CT00001847,18816.55,2013-2737-9892-4089,W000001847,2019-01-19
CT00001848,10358.91,6405-3755-5054-2315,W000001848,2019-03-07
CT00001849,12559.57,4576-8281-6315-4880,W000001849,2020-02-28
CT00001850,24353.63,6100-7188-2341-2805,W000001850,2019-07-20
CT00001851,13107.44,1482-9235-8413-0834,W000001851,2019-05-28
CT00001852,13624.36,2103-2938-4659-5970,W000001852,2021-02-18
CT00001853,17933.92,0135-2210-8424-4612,W000001853,2020-01-31
CT00001854,19897.01,1232-5810-4999-6870,W000001854,2022-03-10
CT00001855,10607.32,4201-3507-9241-9893,W000001855,2019-04-18
CT00001856,30877.65,2909-3062-9844-3431,W000001856,2021-06-29
CT00001857,24986.87,8924-5622-5889-6023,W000001857,2021-07-16
CT00001858,18533.71,7977-8314-1842-1569,W000001858,2020-12-22
CT00001859,1515.43,0802-3376-1700-4647,W000001859,2021-01-31
CT00001860,19824.4,7473-0996-6711-9447,W000001860,2021-12-20
CT00001861,33865.93,2742-5387-4513-8002,W000001861,2021-05-25
CT00001862,19596.72,8195-6728-2222-1371,W000001862,2020-07-13
CT00001863,13322.22,0012-2626-3652-3040,W000001863,2020-07-24
CT00001864,8226.94,7617-6881-8986-5066,W000001864,2022-01-20
CT00001865,31192.79,1078-8351-7293-6613,W000001865,2019-05-22
CT00001866,17189.43,5695-2174-3196-1894,W000001866,2020-12-08
CT00001867,12997.74,5727-1300-9855-3965,W000001867,2021-11-16
CT00001868,8597.33,0405-5530-8710-0345,W000001868,2020-03-30
CT00001869,32452.85,0437-8929-6169-9450,W000001869,2019-05-24
CT00001870,20085.23,8434-4360-4454-9056,W000001870,2020-08-01
CT00001871,3521.32,7460-7623-6292-2355,W000001871,2021-11-14
CT00001872,14288.74,1289-6940-4222-6055,W000001872,2021-04-01
CT00001873,26300.13,8612-5233-7238-4917,W000001873,2021-10-04
CT00001874,21184.95,4410-9726-4029-5376,W000001874,2021-08-07
CT00001875,32890.41,9430-8607-0841-0114,W000001875,2021-03-04
CT00001876,27532.48,9963-9623-5664-7351,W000001876,2019-12-14
CT00001877,31088.39,9393-3433-1766-0439,W000001877,2019-11-14
CT00001878,16322.07,4883-3390-6912-2107,W000001878,2021-03-03
CT00001879,34452.54,0694-8156-3283-8371,W000001879,2019-08-14
CT00001880,29264.1,2742-5387-4513-8002,W000001880,2019-05-08
CT00001881,8281.62,1939-4774-5206-8811,W000001881,2022-02-07
CT00001882,12860.41,4965-2094-4222-4725,W000001882,2021-04-28
CT00001883,25004.47,6964-8857-0944-5378,W000001883,2022-03-01
CT00001884,26959.28,0006-4933-3742-7090,W000001884,2019-06-03
CT00001885,29367.88,0579-0453-1910-6781,W000001885,2019-10-15
CT00001886,926.35,7570-2474-5694-8675,W000001886,2019-04-19
CT00001887,15980.4,1203-5182-7979-4805,W000001887,2021-03-28
CT00001888,19547.68,9955-0780-5072-9844,W000001888,2019-11-22
CT00001889,23070.21,4714-5930-6873-3676,W000001889,2020-03-11
CT00001890,4742.6,2390-9269-3801-8050,W000001890,2019-01-11
CT00001891,19144.54,8115-5382-6751-7929,W000001891,2020-04-13
CT00001892,23747.82,4720-5391-7980-4382,W000001892,2020-01-24
CT00001893,31041.23,7977-8314-1842-1569,W000001893,2021-03-16
CT00001894,18634.21,5102-2681-5172-9504,W000001894,2020-08-02
CT00001895,14636.44,9272-3826-3283-3576,W000001895,2020-08-29
CT00001896,13831.16,2530-8786-1580-2548,W000001896,2021-07-28
CT00001897,7638.52,7265-5377-0309-3155,W000001897,2020-01-01
CT00001898,26694.36,5333-5116-9691-8339,W000001898,2019-04-24
CT00001899,32275.48,7088-3216-2845-6405,W000001899,2019-09-10
CT00001900,18257.15,6719-7009-6043-5668,W000001900,2019-02-18
CT00001901,31124.81,9897-1034-9661-4701,W000001901,2019-05-07
CT00001902,19743.41,8434-4360-4454-9056,W000001902,2019-02-07
CT00001903,19525.23,8191-4834-0856-9743,W000001903,2019-01-08
CT00001904,16283.6,4089-8335-8269-3928,W000001904,2020-10-20
CT00001905,18691.5,6151-5537-2634-2786,W000001905,2021-05-08
CT00001906,32879.42,7691-8276-4573-2845,W000001906,2019-10-31
CT00001907,22152.63,1487-3137-3761-0598,W000001907,2020-07-09
CT00001908,26855.77,3398-9426-4252-8502,W000001908,2020-03-31
CT00001909,18245.8,7926-5490-5901-1618,W000001909,2021-12-11
CT00001910,4735.22,1916-8452-5728-8826,W000001910,2020-01-16
CT00001911,28512.93,5117-9189-9941-3384,W000001911,2019-09-23
CT00001912,17058.63,3892-7866-5515-1160,W000001912,2020-06-23
CT00001913,19092.29,6487-3486-2377-7252,W000001913,2021-11-21
CT00001914,20790.92,3652-7904-6204-4419,W000001914,2021-07-31
CT00001915,8116.15,8648-4501-8296-8052,W000001915,2020-10-30
CT00001916,32529.62,8062-0814-4827-6576,W000001916,2021-05-16
CT00001917,2822.59,9221-3339-0550-4752,W000001917,2020-08-22
CT00001918,19981.95,2626-2812-4615-0001,W000001918,2020-01-31
CT00001919,20082.75,9010-9252-2016-8012,W000001919,2020-07-13
CT00001920,25553.36,3919-7481-6064-1173,W000001920,2020-03-19
CT00001921,29218.26,4025-2184-2366-7738,W000001921,2022-02-05
CT00001922,29305.89,9141-4765-4789-6654,W000001922,2022-02-05
CT00001923,16529.56,8370-8732-9779-4071,W000001923,2020-10-27
CT00001924,7198.84,9360-0259-4927-0068,W000001924,2019-07-10
CT00001925,10130.21,9022-5037-4194-1918,W000001925,2021-01-17
CT00001926,7615.98,6900-3999-1053-6331,W000001926,2021-07-29
CT00001927,31906.0,9788-9027-1785-2971,W000001927,2019-11-10
CT00001928,28725.62,8930-5608-5198-7588,W000001928,2019-10-08
CT00001929,2359.35,6909-8120-7699-7953,W000001929,2019-05-17
CT00001930,18822.15,6692-3640-0589-7231,W000001930,2021-02-16
CT00001931,17414.27,1157-5014-2423-4602,W000001931,2021-07-28
CT00001932,30215.31,7437-9423-3989-8316,W000001932,2021-11-06
CT00001933,3449.09,7182-8922-2452-8525,W000001933,2021-04-11
CT00001934,20762.28,0094-7189-3772-4532,W000001934,2020-11-26
CT00001935,1517.0,1916-8452-5728-8826,W000001935,2019-03-10
CT00001936,21416.82,5965-6588-1989-5501,W000001936,2020-06-21
CT00001937,22934.44,3249-6533-0579-2147,W000001937,2021-03-25
CT00001938,9065.03,1872-1947-5386-7014,W000001938,2022-03-01
CT00001939,4314.04,8227-8470-4929-4214,W000001939,2020-04-12
CT00001940,5327.15,6225-2365-4964-9126,W000001940,2019-06-16
CT00001941,11597.17,8403-8590-5317-9530,W000001941,2020-04-04
CT00001942,10837.5,5313-2260-9043-4661,W000001942,2019-03-03
CT00001943,26957.44,9347-1946-3959-2831,W000001943,2020-08-26
CT00001944,10663.51,8464-7588-4616-1815,W000001944,2021-11-24
CT00001945,33604.14,1463-1191-6109-5545,W000001945,2021-12-26
CT00001946,25941.99,9049-6657-4417-9082,W000001946,2020-05-08
CT00001947,15433.86,5587-7632-5870-4009,W000001947,2020-05-07
CT00001948,20620.15,7496-7622-5480-7408,W000001948,2020-01-04
CT00001949,32981.7,8372-5604-5021-8681,W000001949,2021-12-19
CT00001950,7106.25,0258-4083-1112-2956,W000001950,2020-05-31
CT00001951,14981.15,3222-6590-1188-3597,W000001951,2021-04-08
CT00001952,7807.44,0054-9748-1297-6820,W000001952,2022-02-07
CT00001953,27908.8,4207-4279-7577-7659,W000001953,2019-06-06
CT00001954,28351.58,3108-1962-4185-3429,W000001954,2019-01-18
CT00001955,19830.34,9160-8535-5840-0936,W000001955,2021-05-07
CT00001956,27199.3,6932-0849-9548-1169,W000001956,2019-02-22
CT00001957,24101.61,7274-8178-4321-7769,W000001957,2021-10-22
CT00001958,21214.3,2291-5203-6579-4665,W000001958,2019-01-06
CT00001959,10632.73,2116-2533-8083-5342,W000001959,2021-02-07
CT00001960,9679.95,5604-9842-6176-5319,W000001960,2019-11-13
CT00001961,13966.43,7353-0970-9413-3729,W000001961,2020-02-10
CT00001962,8285.95,1024-0481-5508-4198,W000001962,2019-03-22
CT00001963,30738.49,6328-9466-2447-8058,W000001963,2019-04-27
CT00001964,14149.16,5251-3854-1028-6991,W000001964,2022-01-30
CT00001965,1311.5,3167-4856-8463-2482,W000001965,2021-07-31
CT00001966,28253.24,1964-8002-9355-5134,W000001966,2021-07-27
CT00001967,11602.18,5428-1623-7860-1161,W000001967,2019-03-01
CT00001968,2535.05,1126-0079-2161-7555,W000001968,2019-01-02
CT00001969,14980.3,3032-3681-2001-9146,W000001969,2019-01-28
CT00001970,172.47,2838-6464-7565-1220,W000001970,2019-12-23
CT00001971,1418.45,0053-5296-4794-3004,W000001971,2021-09-16
CT00001972,21901.45,8951-1317-0962-0430,W000001972,2019-07-21
CT00001973,16750.94,3708-5586-0395-6624,W000001973,2022-03-04
CT00001974,15013.82,4201-3507-9241-9893,W000001974,2021-12-01
CT00001975,33090.43,3141-1975-1045-1157,W000001975,2021-06-14
CT00001976,12358.41,4465-2466-5038-1862,W000001976,2021-08-10
CT00001977,469.01,9402-0300-9103-9250,W000001977,2020-06-26
CT00001978,2921.31,3291-1669-3612-4581,W000001978,2019-06-16
CT00001979,25823.56,2860-5969-6954-0145,W000001979,2019-12-08
CT00001980,32875.27,1979-7294-2282-6650,W000001980,2019-04-20
CT00001981,6611.13,2629-3169-3059-6874,W000001981,2021-03-02
CT00001982,22905.85,1692-2745-5326-5357,W000001982,2019-09-29
CT00001983,28060.53,1867-0341-0811-8796,W000001983,2021-10-01
CT00001984,16516.99,7334-2655-0570-0932,W000001984,2021-04-17
CT00001985,18662.1,5358-5984-5214-9051,W000001985,2021-06-10
CT00001986,14148.23,9707-8770-3678-9489,W000001986,2021-11-15
CT00001987,1772.53,4698-0042-6465-2472,W000001987,2019-04-08
CT00001988,27948.75,2506-9697-8266-0023,W000001988,2021-03-01
CT00001989,29176.99,9624-4948-9762-1417,W000001989,2019-12-03
CT00001990,16378.42,9360-0259-4927-0068,W000001990,2019-01-29
CT00001991,20211.9,6867-7348-4573-2132,W000001991,2020-06-24
