Top_up_Dedit_Card_ID,Amount,Debit_Card_Number,Wallet_ID,Top_Up_Date
DT00001594,18772.29,0568-1626-0166-9051,W000001594,2021-02-11
DT00001595,481.58,0137-3626-0237-0125,W000001595,2019-06-16
DT00001596,31308.41,5582-3618-9369-7362,W000001596,2022-02-23
DT00001597,16898.66,6062-4234-5139-3468,W000001597,2019-11-25
DT00001598,25862.22,7664-7361-9760-3650,W000001598,2020-12-11
DT00001599,3375.18,1302-4456-6758-7475,W000001599,2021-05-30
DT00001600,30619.72,5210-8042-4411-7560,W000001600,2021-05-03
DT00001601,9653.57,6055-4852-9872-3258,W000001601,2021-10-29
DT00001602,24572.93,9058-0487-6787-7433,W000001602,2021-07-14
DT00001603,15972.66,0555-9316-8805-3938,W000001603,2019-06-04
DT00001604,24980.39,3431-4925-6739-9103,W000001604,2019-11-21
DT00001605,9210.89,7882-3055-6724-2038,W000001605,2020-11-20
DT00001606,29305.13,2508-8910-9383-1448,W000001606,2019-05-03
DT00001607,13655.01,9779-6483-2229-2347,W000001607,2020-01-15
DT00001608,13484.11,6947-9509-2566-0322,W000001608,2021-11-10
DT00001609,25224.02,4087-4431-7954-7529,W000001609,2020-01-15
DT00001610,22065.01,4961-8275-0555-1983,W000001610,2020-06-19
DT00001611,16190.58,9350-3969-3542-5451,W000001611,2020-01-23
DT00001612,33514.19,7704-8124-3214-7084,W000001612,2020-11-13
DT00001613,29940.97,6326-9623-6545-7041,W000001613,2019-10-06
DT00001614,11400.13,4805-9252-6153-7382,W000001614,2019-01-22
DT00001615,16132.86,0502-1649-7792-4425,W000001615,2022-02-25
DT00001616,1274.94,8696-2272-6887-9547,W000001616,2019-11-13
DT00001617,9587.59,5508-7594-7387-1297,W000001617,2021-11-02
DT00001618,7214.19,5399-3962-4676-6103,W000001618,2019-10-06
DT00001619,22610.81,7969-3569-5736-4675,W000001619,2021-08-22
DT00001620,11323.8,9934-9631-1874-6756,W000001620,2020-09-06
DT00001621,4954.23,2279-1612-3025-5360,W000001621,2020-04-13
DT00001622,13329.93,4638-1221-7695-6165,W000001622,2020-12-12
DT00001623,26983.32,3038-6739-6582-9296,W000001623,2021-03-22
DT00001624,7838.37,9013-2301-0214-6876,W000001624,2021-01-18
DT00001625,5656.43,2796-0028-1711-3781,W000001625,2020-09-10
DT00001626,1117.9,7826-7648-6673-0506,W000001626,2020-05-19
DT00001627,26655.29,0457-0333-0299-9083,W000001627,2021-09-15
DT00001628,8874.71,9393-9857-4813-2787,W000001628,2019-09-09
DT00001629,31313.48,0565-5115-6681-9440,W000001629,2021-06-22
DT00001630,19182.69,6107-7605-1159-5373,W000001630,2020-08-01
DT00001631,27283.11,2726-0529-4387-1598,W000001631,2019-09-20
DT00001632,27840.15,3469-0273-8658-9933,W000001632,2019-06-19
DT00001633,31734.83,3978-6932-9022-7387,W000001633,2019-06-28
DT00001634,13451.65,1289-1572-1798-4236,W000001634,2019-07-16
DT00001635,26718.2,2757-5159-5591-2493,W000001635,2019-12-05
DT00001636,21664.46,4291-4396-6984-2859,W000001636,2021-08-16
DT00001637,10168.05,1362-1850-8932-7941,W000001637,2020-09-25
DT00001638,6938.35,2838-3437-2074-1142,W000001638,2021-01-24
DT00001639,28306.73,4021-0118-2316-0120,W000001639,2022-02-26
DT00001640,12184.35,3797-3933-5343-9929,W000001640,2022-03-09
DT00001641,30770.2,1366-9127-0625-5878,W000001641,2021-12-08
DT00001642,14154.46,0939-5621-4685-5607,W000001642,2022-03-04
DT00001643,10591.49,4605-2960-3448-8691,W000001643,2019-03-14
DT00001644,14721.79,1103-2906-4551-4904,W000001644,2019-10-08
DT00001645,16676.0,1754-8355-0005-6630,W000001645,2020-11-30
DT00001646,16532.08,1103-2906-4551-4904,W000001646,2020-08-28
DT00001647,19386.39,4016-9076-6245-9406,W000001647,2019-12-10
DT00001648,5940.77,5767-7756-1154-3934,W000001648,2020-02-10
DT00001649,16586.62,6153-5844-4609-6564,W000001649,2021-11-18
DT00001650,20084.71,5708-8529-4850-4067,W000001650,2021-07-06
DT00001651,27637.02,9665-3905-1634-6739,W000001651,2020-06-01
DT00001652,23150.66,8826-1868-7172-1795,W000001652,2020-04-15
DT00001653,12718.43,5023-5315-8834-7403,W000001653,2021-02-18
DT00001654,5333.6,6654-3133-7867-3872,W000001654,2021-06-09
DT00001655,19677.42,3816-5624-1806-1830,W000001655,2020-09-12
DT00001656,25181.25,9764-2730-5824-2128,W000001656,2021-08-08
DT00001657,29339.25,9997-0524-5917-0226,W000001657,2021-05-02
DT00001658,13478.18,7041-2459-8159-0335,W000001658,2021-05-28
DT00001659,3136.23,0431-0744-6800-8865,W000001659,2021-01-15
DT00001660,4360.7,2200-0051-7398-9719,W000001660,2019-05-16
DT00001661,23613.14,2127-2669-0396-8968,W000001661,2019-01-26
DT00001662,5343.9,4347-8515-9060-0813,W000001662,2021-09-03
DT00001663,20346.07,5299-9811-4001-9177,W000001663,2020-04-02
DT00001664,5527.74,6172-1179-9843-0165,W000001664,2019-10-08
DT00001665,19336.85,6486-0111-6616-0803,W000001665,2019-04-17
DT00001666,25421.93,7271-4436-2978-2644,W000001666,2019-06-06
DT00001667,2155.11,4327-1081-5947-1048,W000001667,2019-02-25
DT00001668,30068.74,0226-1705-8362-3184,W000001668,2020-11-23
DT00001669,10381.54,1423-1374-9358-3824,W000001669,2021-09-02
DT00001670,161.25,7713-6804-1463-5933,W000001670,2019-07-12
DT00001671,22169.97,3344-5890-9322-0255,W000001671,2020-02-08
DT00001672,20532.48,6509-9264-7829-0329,W000001672,2019-12-14
DT00001673,18177.14,6728-6949-2802-4931,W000001673,2019-12-21
DT00001674,1055.28,4961-8275-0555-1983,W000001674,2021-09-05
DT00001675,10688.54,5374-8097-0607-8074,W000001675,2021-05-03
DT00001676,23604.76,0290-9198-0443-9812,W000001676,2020-01-30
DT00001677,3394.85,1122-5774-7843-0014,W000001677,2021-06-09
DT00001678,17241.59,0478-2310-7009-8028,W000001678,2022-01-12
DT00001679,6263.39,7158-6119-4631-6456,W000001679,2019-11-25
DT00001680,21792.83,0199-2730-5118-3776,W000001680,2019-07-24
DT00001681,27956.18,1945-5362-3678-6142,W000001681,2021-02-21
DT00001682,7535.32,1190-2993-4050-0974,W000001682,2021-07-21
DT00001683,26447.72,0374-4098-5708-9079,W000001683,2021-03-11
DT00001684,32987.56,5650-5871-5035-7782,W000001684,2019-08-24
DT00001685,29422.17,9926-9860-5951-9158,W000001685,2021-08-20
DT00001686,24535.42,2103-1805-5434-4016,W000001686,2021-07-05
DT00001687,6247.99,0816-1135-6256-5779,W000001687,2021-01-31
DT00001688,14977.46,3571-5298-5934-8791,W000001688,2021-05-12
DT00001689,32617.04,3555-0724-4217-4859,W000001689,2021-06-19
DT00001690,34317.04,3898-2394-9526-0440,W000001690,2020-05-07
DT00001691,11616.43,1190-2993-4050-0974,W000001691,2019-01-05
DT00001692,32935.86,5165-7330-4669-9536,W000001692,2019-08-17
DT00001693,3588.82,2983-3796-8292-1118,W000001693,2021-12-26
DT00001694,31195.45,2658-4700-9915-8525,W000001694,2022-02-23
DT00001695,24848.95,4601-5700-1044-0488,W000001695,2019-02-11
DT00001696,5138.33,5646-7162-0428-0743,W000001696,2019-08-31
DT00001697,19582.41,4805-0695-9368-4345,W000001697,2021-07-01
DT00001698,5085.62,4761-4937-8042-2851,W000001698,2020-09-06
DT00001699,25776.22,4067-4728-3000-7462,W000001699,2021-01-30
DT00001700,20677.94,8617-7665-7168-8179,W000001700,2021-07-20
DT00001701,34874.44,8372-7257-7886-0002,W000001701,2021-08-26
DT00001702,7486.58,9987-2544-5063-0930,W000001702,2019-01-25
DT00001703,18202.97,7183-3260-9810-5479,W000001703,2020-05-09
DT00001704,7481.49,7730-5351-8780-2860,W000001704,2021-06-02
DT00001705,19620.84,0165-0684-2178-8672,W000001705,2019-05-01
DT00001706,8546.66,7557-1356-8940-7886,W000001706,2019-06-07
DT00001707,9324.83,3452-1285-1492-8656,W000001707,2021-07-22
DT00001708,19554.33,5503-8832-3016-7426,W000001708,2021-06-10
DT00001709,3837.23,3320-3206-4391-0557,W000001709,2020-11-23
DT00001710,18677.07,0794-3061-7247-1905,W000001710,2019-01-16
DT00001711,319.18,9611-3332-4469-9181,W000001711,2020-11-28
DT00001712,28792.48,6795-6330-8353-8754,W000001712,2022-01-25
DT00001713,19445.36,1587-4115-5255-6010,W000001713,2021-04-05
DT00001714,11602.63,6685-9970-0515-0490,W000001714,2020-01-09
DT00001715,19312.99,2915-2807-1286-6653,W000001715,2020-03-07
DT00001716,15037.08,3458-2113-6274-3407,W000001716,2019-04-04
DT00001717,2764.94,8821-8957-5050-2339,W000001717,2021-03-28
DT00001718,32073.08,9630-1045-9439-9501,W000001718,2020-06-29
DT00001719,405.91,7578-5092-4369-8382,W000001719,2020-01-02
DT00001720,9558.6,3866-5419-9736-9668,W000001720,2019-05-07
DT00001721,32590.43,4418-5504-2539-1666,W000001721,2019-10-18
DT00001722,14755.16,1587-4115-5255-6010,W000001722,2021-03-29
DT00001723,14336.86,5594-1417-3149-0239,W000001723,2020-12-30
DT00001724,24866.42,2236-4471-9020-2755,W000001724,2019-07-16
DT00001725,11520.54,8550-2532-7590-2849,W000001725,2019-01-20
DT00001726,20114.59,3932-8932-1087-7986,W000001726,2020-05-27
DT00001727,8270.89,9793-0621-7135-2189,W000001727,2021-06-25
DT00001728,18679.11,8821-8957-5050-2339,W000001728,2021-03-02
DT00001729,12048.94,6745-1042-9661-8627,W000001729,2022-02-06
DT00001730,17240.23,1945-5362-3678-6142,W000001730,2020-05-15
DT00001731,28679.86,6622-6761-5171-8953,W000001731,2020-01-19
DT00001732,15218.28,1964-9052-4046-4371,W000001732,2021-07-20
DT00001733,3848.46,8030-9563-9920-4402,W000001733,2022-01-16
DT00001734,34897.35,5757-1323-4042-0680,W000001734,2019-04-10
DT00001735,18761.78,2896-2742-0062-6673,W000001735,2019-04-26
DT00001736,27869.6,9502-5839-5898-5394,W000001736,2019-11-27
DT00001737,29474.55,7578-5092-4369-8382,W000001737,2021-08-17
DT00001738,6149.62,0363-4952-7270-1676,W000001738,2019-11-09
DT00001739,17478.65,1423-1374-9358-3824,W000001739,2020-10-27
DT00001740,20203.7,4517-2474-3887-3566,W000001740,2021-11-26
DT00001741,12706.83,0800-3066-0422-0874,W000001741,2021-12-02
DT00001742,1082.94,9462-0862-9316-5664,W000001742,2019-12-10
DT00001743,13861.4,8894-0166-6667-3171,W000001743,2021-03-31
DT00001744,30770.2,8367-2101-5407-4969,W000001744,2019-03-21
DT00001745,9523.08,6585-9948-9290-5961,W000001745,2021-07-19
DT00001746,19901.63,8493-1887-1142-3311,W000001746,2020-03-29
DT00001747,402.97,7826-7648-6673-0506,W000001747,2020-04-01
DT00001748,15583.69,8511-9865-5378-5273,W000001748,2020-07-23
DT00001749,8191.86,2209-3746-7052-4960,W000001749,2020-01-30
DT00001750,19575.11,8048-1717-1760-8822,W000001750,2020-06-23
DT00001751,8668.85,3715-3870-2800-0903,W000001751,2019-04-16
DT00001752,4549.24,5784-0550-9360-2056,W000001752,2020-06-01
DT00001753,13171.57,5676-9680-2220-7703,W000001753,2019-11-01
DT00001754,10988.46,0063-1714-7059-5193,W000001754,2021-11-29
DT00001755,17711.86,7557-1356-8940-7886,W000001755,2019-08-06
DT00001756,12500.99,1493-0604-2916-2790,W000001756,2021-09-12
DT00001757,1558.71,0119-9135-4715-0933,W000001757,2019-05-03
DT00001758,17978.03,6743-4331-3333-4309,W000001758,2019-04-19
DT00001759,15641.54,6711-4462-6658-8283,W000001759,2020-03-04
DT00001760,6425.19,6599-6241-6973-0884,W000001760,2020-03-22
DT00001761,34466.72,0137-3626-0237-0125,W000001761,2019-05-26
DT00001762,2588.39,3908-8313-7624-0348,W000001762,2021-07-27
DT00001763,33483.52,4549-4024-6538-9425,W000001763,2020-10-29
DT00001764,28181.53,5721-9144-9009-2743,W000001764,2021-05-01
DT00001765,19739.34,9757-7831-6739-7047,W000001765,2020-04-27
DT00001766,7448.14,9421-3817-1361-3441,W000001766,2022-02-22
DT00001767,10879.63,6140-8785-5600-4610,W000001767,2021-10-30
DT00001768,7871.83,8696-0620-6789-6954,W000001768,2021-06-06
DT00001769,630.82,3446-0083-4394-6701,W000001769,2021-11-28
DT00001770,18184.39,5456-8699-5124-9139,W000001770,2020-02-21
DT00001771,23579.18,0050-9783-6725-0136,W000001771,2022-02-10
DT00001772,33602.17,8529-7454-1625-6020,W000001772,2019-06-05
DT00001773,26989.29,4444-5727-3927-0464,W000001773,2022-02-07
DT00001774,2728.29,3008-2517-2409-8586,W000001774,2021-10-12
DT00001775,753.58,8238-8731-4863-6420,W000001775,2020-07-25
DT00001776,26248.92,5768-4313-1467-0119,W000001776,2022-01-12
DT00001777,18023.92,4080-6498-6842-3691,W000001777,2020-07-08
DT00001778,6249.66,0199-2730-5118-3776,W000001778,2019-02-12
DT00001779,25738.23,8093-0561-5383-5560,W000001779,2020-07-21
DT00001780,19012.43,8023-0976-2060-7806,W000001780,2019-09-05
DT00001781,10759.11,3502-1209-5100-9625,W000001781,2019-08-10
DT00001782,32632.38,9318-4160-8412-2148,W000001782,2021-11-06
DT00001783,27836.59,9659-6377-5499-4698,W000001783,2021-12-10
DT00001784,4813.9,5210-8042-4411-7560,W000001784,2020-05-05
DT00001785,26869.87,1419-8839-1421-5452,W000001785,2020-05-22
DT00001786,5076.01,0050-3817-5597-7082,W000001786,2019-12-31
DT00001787,16737.11,0923-2570-2673-7983,W000001787,2019-07-20
DT00001788,21833.37,7226-9340-1692-5562,W000001788,2020-06-26
DT00001789,4631.63,8973-6296-8305-8517,W000001789,2021-08-14
DT00001790,9535.98,4347-8515-9060-0813,W000001790,2021-02-15
DT00001791,26502.9,4422-0561-0180-4448,W000001791,2020-12-21
DT00001792,8229.39,9472-4732-5944-3930,W000001792,2020-06-11
DT00001793,25375.41,2362-5931-7279-5471,W000001793,2019-03-22
DT00001794,5779.64,6730-9191-7729-6340,W000001794,2019-05-17
DT00001795,14562.06,6026-3503-3000-0078,W000001795,2022-02-24
DT00001796,23488.29,3866-5419-9736-9668,W000001796,2022-01-17
DT00001797,7842.31,1210-1319-7779-0406,W000001797,2021-11-29
DT00001798,11043.06,2609-1220-0660-2308,W000001798,2020-11-01
DT00001799,31393.64,0358-1632-2756-3570,W000001799,2021-01-09
DT00001800,1164.73,2017-0851-8941-0543,W000001800,2021-09-06
DT00001801,17096.91,2593-1245-0749-5946,W000001801,2021-06-25
DT00001802,876.75,3107-5118-4153-2343,W000001802,2020-09-07
DT00001803,18651.15,6716-0691-8893-2030,W000001803,2021-06-15
DT00001804,9562.04,0051-0765-2912-7711,W000001804,2021-05-09
DT00001805,29971.39,8894-0166-6667-3171,W000001805,2019-12-17
DT00001806,30534.92,8224-8707-3432-9737,W000001806,2019-12-05
DT00001807,7220.64,5023-5315-8834-7403,W000001807,2020-09-06
DT00001808,17032.48,7143-1797-3520-3727,W000001808,2022-01-02
DT00001809,1563.55,2623-0902-1714-1648,W000001809,2021-09-14
DT00001810,9402.22,7267-9132-1872-7930,W000001810,2020-09-10
DT00001811,13345.83,6786-2637-4745-5275,W000001811,2020-07-30
DT00001812,10526.48,0063-1714-7059-5193,W000001812,2019-05-17
DT00001813,7550.45,0341-8328-9595-8031,W000001813,2021-04-10
DT00001814,1304.11,6172-1179-9843-0165,W000001814,2021-03-04
DT00001815,22659.97,3996-4224-9175-7434,W000001815,2021-05-06
DT00001816,25909.13,3797-3933-5343-9929,W000001816,2021-03-25
DT00001817,4044.6,4390-2329-9688-5528,W000001817,2019-09-10
DT00001818,12821.43,6745-1042-9661-8627,W000001818,2020-04-18
DT00001819,34976.49,2143-0028-8437-5901,W000001819,2021-08-28
DT00001820,29886.21,4805-0695-9368-4345,W000001820,2019-04-15
DT00001821,14947.82,9417-9445-8718-0116,W000001821,2021-10-14
DT00001822,24463.04,2418-6518-5979-1869,W000001822,2022-01-22
DT00001823,20907.53,5293-3853-5055-6657,W000001823,2020-07-28
DT00001824,10343.62,8018-1775-0770-2728,W000001824,2022-02-25
DT00001825,27186.12,7158-6119-4631-6456,W000001825,2020-02-04
DT00001826,17698.59,6308-4383-2559-5657,W000001826,2021-02-26
DT00001827,21857.5,4037-6878-5153-9015,W000001827,2020-12-28
DT00001828,3341.83,3956-9196-5142-5737,W000001828,2019-12-19
DT00001829,3141.94,0457-9890-0902-7971,W000001829,2019-10-24
DT00001830,18770.49,3093-5782-3735-2886,W000001830,2020-02-24
DT00001831,16945.75,3908-8313-7624-0348,W000001831,2020-03-23
DT00001832,32865.16,7685-6621-0761-7546,W000001832,2019-05-04
DT00001833,22564.17,0146-2582-4795-9731,W000001833,2020-06-30
DT00001834,11498.1,9350-7637-7447-3995,W000001834,2020-02-01
DT00001835,11471.23,5293-3853-5055-6657,W000001835,2020-10-29
DT00001836,29541.23,1862-8113-4773-7981,W000001836,2020-01-02
DT00001837,2916.92,0632-1508-5552-8556,W000001837,2020-12-05
DT00001838,5567.13,4291-4396-6984-2859,W000001838,2019-09-15
DT00001839,14797.0,1885-0768-5356-5573,W000001839,2019-11-11
DT00001840,19352.2,9625-2282-8147-2488,W000001840,2022-01-31
DT00001841,207.21,9625-2282-8147-2488,W000001841,2020-06-19
DT00001842,14105.64,8170-9930-2849-0181,W000001842,2020-08-22
DT00001843,19345.51,6970-2441-5733-0067,W000001843,2020-02-22
DT00001844,16438.86,9997-0524-5917-0226,W000001844,2020-04-12
DT00001845,7058.35,9315-1252-9013-7414,W000001845,2021-07-09
DT00001846,17717.86,8898-1292-3909-6309,W000001846,2019-05-20
DT00001847,29948.46,3344-5890-9322-0255,W000001847,2019-01-19
DT00001848,16265.23,8518-0224-4140-7956,W000001848,2019-03-07
DT00001849,10648.15,7502-9878-5597-7261,W000001849,2020-02-28
DT00001850,13592.86,6472-6475-8158-2250,W000001850,2019-07-20
DT00001851,8576.53,2690-7726-6832-6777,W000001851,2019-05-28
DT00001852,32635.83,4401-4068-1683-9137,W000001852,2021-02-18
DT00001853,22759.43,5721-9144-9009-2743,W000001853,2020-01-31
DT00001854,31688.87,2797-4571-1557-6651,W000001854,2022-03-10
DT00001855,14977.28,7044-3062-7097-5094,W000001855,2019-04-18
DT00001856,23931.74,2237-0288-1861-2185,W000001856,2021-06-29
DT00001857,31100.72,6509-9264-7829-0329,W000001857,2021-07-16
DT00001858,25647.04,0816-9330-0788-8771,W000001858,2020-12-22
DT00001859,32612.88,1136-3687-3853-5997,W000001859,2021-01-31
DT00001860,11532.96,5508-8865-4566-3827,W000001860,2021-12-20
DT00001861,16321.3,7521-4389-4943-9286,W000001861,2021-05-25
DT00001862,1036.76,5206-7341-4549-9204,W000001862,2020-07-13
DT00001863,1548.23,9058-0487-6787-7433,W000001863,2020-07-24
DT00001864,15301.09,9930-0473-6980-6187,W000001864,2022-01-20
DT00001865,12015.68,8734-6344-4490-8945,W000001865,2019-05-22
DT00001866,5007.99,7125-8040-9039-4102,W000001866,2020-12-08
DT00001867,28555.37,5425-1942-4900-0174,W000001867,2021-11-16
DT00001868,4065.29,1626-0378-5386-8239,W000001868,2020-03-30
DT00001869,26369.27,5226-7804-4008-6747,W000001869,2019-05-24
DT00001870,6674.27,9659-6377-5499-4698,W000001870,2020-08-01
DT00001871,33484.38,2232-6491-1466-2208,W000001871,2021-11-14
DT00001872,24999.87,3688-2453-6836-0877,W000001872,2021-04-01
DT00001873,27061.02,9707-8675-9028-7554,W000001873,2021-10-04
DT00001874,23794.52,1417-2458-4058-1822,W000001874,2021-08-07
DT00001875,17447.78,0250-4005-9736-3220,W000001875,2021-03-04
DT00001876,32998.38,4805-0695-9368-4345,W000001876,2019-12-14
DT00001877,8577.12,2896-2742-0062-6673,W000001877,2019-11-14
DT00001878,22406.81,6777-4267-9350-7033,W000001878,2021-03-03
DT00001879,21300.08,0422-2371-5288-7037,W000001879,2019-08-14
DT00001880,17341.92,4357-3308-3105-9851,W000001880,2019-05-08
DT00001881,14725.96,5637-1786-6322-0358,W000001881,2022-02-07
DT00001882,17409.39,5817-2527-9771-1480,W000001882,2021-04-28
DT00001883,24644.13,2567-6412-1382-0272,W000001883,2022-03-01
DT00001884,22808.26,4656-9716-3575-0680,W000001884,2019-06-03
DT00001885,11428.54,5326-5591-3408-7997,W000001885,2019-10-15
DT00001886,8694.08,2866-9718-2549-4899,W000001886,2019-04-19
DT00001887,22484.14,2186-2081-2151-4567,W000001887,2021-03-28
DT00001888,25379.08,7332-8349-7398-6074,W000001888,2019-11-22
DT00001889,14947.21,6010-9022-8558-8149,W000001889,2020-03-11
DT00001890,29490.99,1761-1535-6991-7921,W000001890,2019-01-11
DT00001891,20358.01,3943-8199-3001-6286,W000001891,2020-04-13
DT00001892,14417.04,9149-7561-7333-9975,W000001892,2020-01-24
DT00001893,20545.64,0387-8084-6845-6268,W000001893,2021-03-16
DT00001894,10571.79,1384-5967-0445-7612,W000001894,2020-08-02
DT00001895,29723.73,3571-5298-5934-8791,W000001895,2020-08-29
DT00001896,22144.16,4990-1454-5686-0374,W000001896,2021-07-28
DT00001897,24354.27,7664-7361-9760-3650,W000001897,2020-01-01
DT00001898,2387.4,7810-0870-6983-8909,W000001898,2019-04-24
DT00001899,29466.68,5721-8269-3593-0734,W000001899,2019-09-10
DT00001900,115.35,7482-5072-0520-3233,W000001900,2019-02-18
DT00001901,31497.54,2017-0851-8941-0543,W000001901,2019-05-07
DT00001902,32494.43,0959-8651-0274-4295,W000001902,2019-02-07
DT00001903,33825.95,9864-7436-9110-9110,W000001903,2019-01-08
DT00001904,20553.23,6970-2441-5733-0067,W000001904,2020-10-20
DT00001905,7702.88,1631-9625-8503-6172,W000001905,2021-05-08
DT00001906,31382.18,5594-1417-3149-0239,W000001906,2019-10-31
DT00001907,32911.53,4821-0965-6124-7115,W000001907,2020-07-09
DT00001908,31295.89,3883-8775-1953-3712,W000001908,2020-03-31
DT00001909,12840.73,8898-1292-3909-6309,W000001909,2021-12-11
DT00001910,11381.79,2612-1932-3603-1543,W000001910,2020-01-16
DT00001911,24003.91,1362-1850-8932-7941,W000001911,2019-09-23
DT00001912,32841.95,4806-5709-3758-8440,W000001912,2020-06-23
DT00001913,7138.32,5206-7341-4549-9204,W000001913,2021-11-21
DT00001914,19346.19,1046-1449-5632-2347,W000001914,2021-07-31
DT00001915,1611.12,2279-1612-3025-5360,W000001915,2020-10-30
DT00001916,16353.73,6991-9168-4663-2531,W000001916,2021-05-16
DT00001917,28366.44,4403-9022-3567-8523,W000001917,2020-08-22
DT00001918,31902.57,3274-3382-6736-8671,W000001918,2020-01-31
DT00001919,19761.24,5010-8164-7494-4351,W000001919,2020-07-13
DT00001920,7700.23,8761-9474-9144-3682,W000001920,2020-03-19
DT00001921,5019.16,2527-5032-9427-9889,W000001921,2022-02-05
DT00001922,19814.08,5914-9334-8226-4325,W000001922,2022-02-05
DT00001923,25780.27,9139-8081-9558-4177,W000001923,2020-10-27
DT00001924,5131.93,8314-2365-4254-4756,W000001924,2019-07-10
DT00001925,439.81,5748-6443-7226-7241,W000001925,2021-01-17
DT00001926,25063.05,0076-6017-4333-7140,W000001926,2021-07-29
DT00001927,32030.85,0393-0119-6113-1869,W000001927,2019-11-10
DT00001928,21018.98,0108-9965-0563-0410,W000001928,2019-10-08
DT00001929,24591.81,0565-5115-6681-9440,W000001929,2019-05-17
DT00001930,20616.16,3086-0424-0667-4370,W000001930,2021-02-16
DT00001931,30912.66,1442-1386-7024-6282,W000001931,2021-07-28
DT00001932,28136.99,6966-9634-7325-6979,W000001932,2021-11-06
DT00001933,16058.95,1243-6192-4371-2244,W000001933,2021-04-11
DT00001934,32700.13,2954-0975-9858-5460,W000001934,2020-11-26
DT00001935,20955.62,1232-5429-0959-3811,W000001935,2019-03-10
DT00001936,10554.87,2422-2218-9176-4050,W000001936,2020-06-21
DT00001937,22378.11,0353-6870-6931-5693,W000001937,2021-03-25
DT00001938,34579.23,6947-9509-2566-0322,W000001938,2022-03-01
DT00001939,21805.08,2362-0571-5974-7920,W000001939,2020-04-12
DT00001940,8746.22,4401-4068-1683-9137,W000001940,2019-06-16
DT00001941,20726.17,2221-8697-4451-8470,W000001941,2020-04-04
DT00001942,26103.52,0137-3626-0237-0125,W000001942,2019-03-03
DT00001943,28560.6,9166-4277-6769-6280,W000001943,2020-08-26
DT00001944,31628.39,5075-1815-3204-2570,W000001944,2021-11-24
DT00001945,33674.7,8743-4761-5400-3499,W000001945,2021-12-26
DT00001946,7015.03,5638-5152-0100-0743,W000001946,2020-05-08
DT00001947,6280.65,6440-4119-6754-4261,W000001947,2020-05-07
DT00001948,18284.8,2447-8620-1425-1062,W000001948,2020-01-04
DT00001949,25298.48,0542-5649-6921-5469,W000001949,2021-12-19
DT00001950,27744.83,2507-5737-7545-5668,W000001950,2020-05-31
DT00001951,7805.5,0226-0800-8622-5017,W000001951,2021-04-08
DT00001952,13459.34,9615-1693-3795-6876,W000001952,2022-02-07
DT00001953,14888.53,7888-2210-8514-2935,W000001953,2019-06-06
DT00001954,3975.5,1419-8839-1421-5452,W000001954,2019-01-18
DT00001955,33640.11,5500-1967-7803-0469,W000001955,2021-05-07
DT00001956,33016.27,6091-9525-2711-0040,W000001956,2019-02-22
DT00001957,12492.4,8772-5374-6010-1598,W000001957,2021-10-22
DT00001958,13825.16,2449-6418-2668-9674,W000001958,2019-01-06
DT00001959,15941.38,0121-3645-7209-6796,W000001959,2021-02-07
DT00001960,16885.93,5187-3374-2611-0780,W000001960,2019-11-13
DT00001961,3551.32,4401-4068-1683-9137,W000001961,2020-02-10
DT00001962,8381.9,3408-2107-3578-2307,W000001962,2019-03-22
DT00001963,9730.34,4346-9159-2121-1244,W000001963,2019-04-27
DT00001964,16675.28,6006-1974-7107-8011,W000001964,2022-01-30
DT00001965,19841.28,5935-7520-5031-9362,W000001965,2021-07-31
DT00001966,16970.44,3174-4802-1075-3282,W000001966,2021-07-27
DT00001967,33569.18,1520-4695-3787-7799,W000001967,2019-03-01
DT00001968,5448.14,4650-8596-2752-6073,W000001968,2019-01-02
DT00001969,33388.1,0630-2565-8342-6902,W000001969,2019-01-28
DT00001970,14244.79,0121-3645-7209-6796,W000001970,2019-12-23
DT00001971,34033.64,6393-6002-6570-1164,W000001971,2021-09-16
DT00001972,15611.18,8930-7128-4157-3389,W000001972,2019-07-21
DT00001973,23273.1,6669-8473-6030-1787,W000001973,2022-03-04
DT00001974,31744.49,6010-8302-2631-8805,W000001974,2021-12-01
DT00001975,19007.91,6107-7605-1159-5373,W000001975,2021-06-14
DT00001976,16976.14,5302-0665-6551-7014,W000001976,2021-08-10
DT00001977,9485.78,0393-0119-6113-1869,W000001977,2020-06-26
DT00001978,15030.39,3131-8405-0999-3682,W000001978,2019-06-16
DT00001979,15747.34,0651-8324-6535-4746,W000001979,2019-12-08
DT00001980,10629.17,6006-1974-7107-8011,W000001980,2019-04-20
DT00001981,34649.04,4815-2016-1622-3162,W000001981,2021-03-02
DT00001982,6816.78,6595-2239-9386-7303,W000001982,2019-09-29
DT00001983,10283.16,1210-1319-7779-0406,W000001983,2021-10-01
DT00001984,31977.02,8631-8703-1229-0730,W000001984,2021-04-17
DT00001985,2975.04,0583-3197-6300-2835,W000001985,2021-06-10
DT00001986,28111.77,2485-8614-7359-0369,W000001986,2021-11-15
DT00001987,300.07,8512-3211-7408-6077,W000001987,2019-04-08
DT00001988,27240.05,3298-2311-4219-0285,W000001988,2021-03-01
DT00001989,23756.22,9956-1853-3691-2962,W000001989,2019-12-03
DT00001990,25293.37,6730-9191-7729-6340,W000001990,2019-01-29
DT00001991,7119.79,0758-8667-1112-4148,W000001991,2020-06-24
DT00001992,666.73,2802-3433-9036-5947,W000001992,2019-02-12
