Top_up_BankNum_ID,Amount,Bank_Num,Wallet_ID,Top_Up_Date
BT00001860,32205.72,865-391560-4,W000001860,2021-12-20
BT00001861,9524.5,997-336385-3,W000001861,2021-05-25
BT00001862,9422.37,241-403108-3,W000001862,2020-07-13
BT00001863,3345.24,237-841885-7,W000001863,2020-07-24
BT00001864,21652.54,494-255204-8,W000001864,2022-01-20
BT00001865,6127.74,910-375156-6,W000001865,2019-05-22
BT00001866,28097.51,087-128418-3,W000001866,2020-12-08
BT00001867,8259.34,436-924687-0,W000001867,2021-11-16
BT00001868,11393.04,237-341647-9,W000001868,2020-03-30
BT00001869,33757.91,706-712511-8,W000001869,2019-05-24
BT00001870,21485.15,143-756192-1,W000001870,2020-08-01
BT00001871,9801.42,901-361636-8,W000001871,2021-11-14
BT00001872,26639.35,514-307692-8,W000001872,2021-04-01
BT00001873,17442.93,461-019714-6,W000001873,2021-10-04
BT00001874,31791.45,877-915037-5,W000001874,2021-08-07
BT00001875,32442.74,859-362003-1,W000001875,2021-03-04
BT00001876,10421.06,586-664228-7,W000001876,2019-12-14
BT00001877,13419.59,358-848849-6,W000001877,2019-11-14
BT00001878,966.04,709-093917-7,W000001878,2021-03-03
BT00001879,9733.02,310-811362-6,W000001879,2019-08-14
BT00001880,485.64,228-416291-1,W000001880,2019-05-08
BT00001881,26190.26,950-384105-9,W000001881,2022-02-07
BT00001882,30035.31,558-226347-9,W000001882,2021-04-28
BT00001883,21562.76,110-498739-7,W000001883,2022-03-01
BT00001884,30872.96,635-056557-1,W000001884,2019-06-03
BT00001885,5918.29,620-807194-7,W000001885,2019-10-15
BT00001886,14279.03,701-172644-7,W000001886,2019-04-19
BT00001887,2482.65,087-128418-3,W000001887,2021-03-28
BT00001888,24092.85,243-513343-0,W000001888,2019-11-22
BT00001889,15553.8,214-599558-6,W000001889,2020-03-11
BT00001890,33191.01,823-844618-6,W000001890,2019-01-11
BT00001891,33336.77,284-028697-6,W000001891,2020-04-13
BT00001892,13726.09,835-463757-8,W000001892,2020-01-24
BT00001893,23750.57,768-349619-0,W000001893,2021-03-16
BT00001894,27350.58,346-289046-7,W000001894,2020-08-02
BT00001895,4597.91,858-243344-5,W000001895,2020-08-29
BT00001896,23769.55,309-326552-0,W000001896,2021-07-28
BT00001897,7599.36,719-235776-2,W000001897,2020-01-01
BT00001898,27847.27,506-114179-1,W000001898,2019-04-24
BT00001899,20529.7,250-801404-4,W000001899,2019-09-10
BT00001900,27144.24,782-493114-0,W000001900,2019-02-18
BT00001901,30707.77,269-087819-9,W000001901,2019-05-07
BT00001902,17399.46,157-171705-5,W000001902,2019-02-07
BT00001903,10818.85,171-223094-5,W000001903,2019-01-08
BT00001904,9558.69,332-928545-2,W000001904,2020-10-20
BT00001905,5686.77,021-840074-6,W000001905,2021-05-08
BT00001906,11723.23,706-688627-1,W000001906,2019-10-31
BT00001907,12989.99,657-342829-2,W000001907,2020-07-09
BT00001908,704.24,823-844618-6,W000001908,2020-03-31
BT00001909,8203.65,076-710860-1,W000001909,2021-12-11
BT00001910,22979.04,416-194845-1,W000001910,2020-01-16
BT00001911,29903.39,327-639950-0,W000001911,2019-09-23
BT00001912,13345.73,337-553558-1,W000001912,2020-06-23
BT00001913,27657.65,200-367653-7,W000001913,2021-11-21
BT00001914,18804.94,318-387857-1,W000001914,2021-07-31
BT00001915,14931.79,278-955783-2,W000001915,2020-10-30
BT00001916,28918.41,413-798188-0,W000001916,2021-05-16
BT00001917,22456.1,551-442353-8,W000001917,2020-08-22
BT00001918,1657.48,744-847433-2,W000001918,2020-01-31
BT00001919,9376.88,163-508465-0,W000001919,2020-07-13
BT00001920,30549.89,005-653740-5,W000001920,2020-03-19
BT00001921,17149.37,939-251703-1,W000001921,2022-02-05
BT00001922,28446.37,459-846101-3,W000001922,2022-02-05
BT00001923,8490.89,047-582572-1,W000001923,2020-10-27
BT00001924,15639.15,500-054553-6,W000001924,2019-07-10
BT00001925,23204.99,463-661241-6,W000001925,2021-01-17
BT00001926,31555.1,573-083834-9,W000001926,2021-07-29
BT00001927,19360.38,111-416075-4,W000001927,2019-11-10
BT00001928,11365.06,354-241069-8,W000001928,2019-10-08
BT00001929,12594.27,843-906636-2,W000001929,2019-05-17
BT00001930,28128.58,348-292774-2,W000001930,2021-02-16
BT00001931,2017.16,388-667575-8,W000001931,2021-07-28
BT00001932,3667.89,029-953132-4,W000001932,2021-11-06
BT00001933,26215.69,767-306664-5,W000001933,2021-04-11
BT00001934,1916.8,764-438161-8,W000001934,2020-11-26
BT00001935,7595.29,405-619789-1,W000001935,2019-03-10
BT00001936,17022.07,237-341647-9,W000001936,2020-06-21
BT00001937,6534.23,885-789960-9,W000001937,2021-03-25
BT00001938,33549.49,920-272332-3,W000001938,2022-03-01
BT00001939,25621.0,969-231158-6,W000001939,2020-04-12
BT00001940,2322.74,674-208850-4,W000001940,2019-06-16
BT00001941,1967.57,569-955886-9,W000001941,2020-04-04
BT00001942,14361.31,639-915177-5,W000001942,2019-03-03
BT00001943,3751.1,421-672852-1,W000001943,2020-08-26
BT00001944,1760.94,750-243990-7,W000001944,2021-11-24
BT00001945,2093.63,929-509955-4,W000001945,2021-12-26
BT00001946,33445.17,356-122654-0,W000001946,2020-05-08
BT00001947,17280.26,305-959617-4,W000001947,2020-05-07
BT00001948,14837.89,415-902642-6,W000001948,2020-01-04
BT00001949,14968.27,393-997226-7,W000001949,2021-12-19
BT00001950,23372.34,428-076782-0,W000001950,2020-05-31
BT00001951,10929.53,791-677360-9,W000001951,2021-04-08
BT00001952,12986.05,431-727924-9,W000001952,2022-02-07
BT00001953,23629.11,828-549973-2,W000001953,2019-06-06
BT00001954,20155.46,346-348978-1,W000001954,2019-01-18
BT00001955,8257.94,974-792685-0,W000001955,2021-05-07
BT00001956,685.26,640-956480-2,W000001956,2019-02-22
BT00001957,22417.75,705-357713-8,W000001957,2021-10-22
BT00001958,33766.14,803-553377-0,W000001958,2019-01-06
BT00001959,6181.89,366-728314-4,W000001959,2021-02-07
BT00001960,12266.71,874-856431-3,W000001960,2019-11-13
BT00001961,4280.35,974-255043-3,W000001961,2020-02-10
BT00001962,12326.18,246-278353-5,W000001962,2019-03-22
BT00001963,32305.9,337-057623-0,W000001963,2019-04-27
BT00001964,16908.81,640-413682-9,W000001964,2022-01-30
BT00001965,3986.54,486-935829-9,W000001965,2021-07-31
BT00001966,15565.99,817-897901-5,W000001966,2021-07-27
BT00001967,17349.74,639-767068-2,W000001967,2019-03-01
BT00001968,9869.68,634-649470-6,W000001968,2019-01-02
BT00001969,1868.55,856-714221-8,W000001969,2019-01-28
BT00001970,28489.41,793-180234-4,W000001970,2019-12-23
BT00001971,33889.59,965-252966-2,W000001971,2021-09-16
BT00001972,11453.44,729-151906-3,W000001972,2019-07-21
BT00001973,1694.91,656-702909-8,W000001973,2022-03-04
BT00001974,10259.74,825-697298-5,W000001974,2021-12-01
BT00001975,29753.36,505-092137-3,W000001975,2021-06-14
BT00001976,18257.62,091-149986-6,W000001976,2021-08-10
BT00001977,33340.54,511-385094-0,W000001977,2020-06-26
BT00001978,1634.6,942-968326-3,W000001978,2019-06-16
BT00001979,3318.28,276-826059-2,W000001979,2019-12-08
BT00001980,28648.15,715-487090-1,W000001980,2019-04-20
BT00001981,12470.63,640-396063-4,W000001981,2021-03-02
BT00001982,24610.02,150-656914-9,W000001982,2019-09-29
BT00001983,33116.53,429-706380-7,W000001983,2021-10-01
BT00001984,30820.48,314-236276-0,W000001984,2021-04-17
BT00001985,23282.07,021-840074-6,W000001985,2021-06-10
BT00001986,1614.11,002-882918-5,W000001986,2021-11-15
BT00001987,14597.55,060-666917-3,W000001987,2019-04-08
BT00001988,24703.12,226-348261-8,W000001988,2021-03-01
BT00001989,23142.11,748-900390-8,W000001989,2019-12-03
BT00001990,901.51,397-838510-7,W000001990,2019-01-29
BT00001991,18121.36,724-226723-1,W000001991,2020-06-24
BT00001992,19927.61,833-669436-4,W000001992,2019-02-12
BT00001993,34684.41,974-255043-3,W000001993,2019-07-21
BT00001994,32687.33,903-980965-4,W000001994,2020-02-25
BT00001995,1942.66,716-182115-7,W000001995,2021-05-11
BT00001996,10947.33,565-919240-2,W000001996,2021-03-02
BT00001997,21655.1,728-483202-0,W000001997,2019-10-13
BT00001998,19759.34,406-033053-3,W000001998,2020-06-06
BT00001999,26700.57,141-902387-9,W000001999,2021-10-12
BT00002000,10729.76,676-714831-1,W000002000,2021-01-22
