Top_up_Credit_Card_ID,Balanced,Credit_Card_Number,Wallet_ID,Top_Up_Date
CT00001592,16007.19,1170-9601-6830-6047,W000001592,2020-02-12
CT00001593,994547.81,3010-0113-7879-6006,W000001593,2019-02-16
CT00001594,857447.3,8121-1037-6291-2608,W000001594,2019-02-24
CT00001595,593863.75,5525-3414-8982-8946,W000001595,2021-07-02
CT00001596,97353.97,1123-5082-6590-4750,W000001596,2019-10-30
CT00001597,957776.78,6923-4599-2912-9586,W000001597,2021-10-26
CT00001598,149664.54,1079-8448-7320-9135,W000001598,2020-05-06
CT00001599,73433.37,1666-3402-6313-7949,W000001599,2019-05-03
CT00001600,657913.33,2142-5607-6193-9912,W000001600,2020-01-27
CT00001601,738136.16,0680-4270-6475-6896,W000001601,2020-06-26
CT00001602,89337.3,1682-8250-0856-4796,W000001602,2021-12-04
CT00001603,584774.16,0885-2180-2449-0313,W000001603,2021-12-02
CT00001604,673716.87,1428-8441-7972-7067,W000001604,2020-12-06
CT00001605,680583.88,2099-1451-7757-5104,W000001605,2019-04-21
CT00001606,479170.19,4551-7599-0593-9439,W000001606,2022-01-24
CT00001607,467811.05,1869-9011-0079-2628,W000001607,2019-07-30
CT00001608,870048.39,1161-8388-7257-3272,W000001608,2019-12-19
CT00001609,80730.53,1958-7439-4926-0934,W000001609,2020-06-20
CT00001610,111455.83,8977-2113-5445-2714,W000001610,2021-12-24
CT00001611,520950.19,5746-8787-3934-2017,W000001611,2020-01-07
CT00001612,734426.22,6369-1506-0091-8990,W000001612,2020-03-11
CT00001613,147833.37,9027-7541-2551-1227,W000001613,2020-01-25
CT00001614,15022.4,3477-3402-6062-1764,W000001614,2019-01-27
CT00001615,882894.74,8659-7393-3479-0843,W000001615,2021-04-18
CT00001616,62187.86,6455-3403-0857-8792,W000001616,2020-12-30
CT00001617,760707.79,2436-0460-1511-1801,W000001617,2019-08-06
CT00001618,563674.86,9176-8721-4458-3444,W000001618,2020-09-15
CT00001619,142209.23,6125-6393-6364-7353,W000001619,2020-11-29
CT00001620,989822.97,9826-2885-1744-2347,W000001620,2020-04-09
CT00001621,998230.84,7258-5472-0962-0066,W000001621,2021-11-09
CT00001622,357100.17,9282-7411-4953-4653,W000001622,2019-08-09
CT00001623,147018.59,8376-3972-0411-2539,W000001623,2021-02-22
CT00001624,483897.71,9760-6584-1698-4075,W000001624,2019-03-10
CT00001625,415088.15,7445-4652-6004-4405,W000001625,2021-05-19
CT00001626,390788.69,7433-4338-4557-7181,W000001626,2020-01-30
CT00001627,706545.3,6154-2613-0662-3339,W000001627,2019-07-27
CT00001628,952677.38,2337-3338-2383-1617,W000001628,2021-03-16
CT00001629,37915.4,4774-0668-2306-8113,W000001629,2019-03-09
CT00001630,429841.92,5494-9303-7028-7098,W000001630,2019-09-30
CT00001631,760019.78,4523-8084-6234-9919,W000001631,2021-01-06
CT00001632,446871.66,4304-5051-0377-9586,W000001632,2021-10-09
CT00001633,139728.87,3645-5268-0487-5532,W000001633,2019-03-20
CT00001634,114998.95,9848-3242-9251-0638,W000001634,2020-09-06
CT00001635,320316.69,8081-5516-0791-3264,W000001635,2021-12-24
CT00001636,449486.81,2039-8555-3852-0202,W000001636,2020-10-24
CT00001637,771973.96,8658-6675-9665-2860,W000001637,2019-07-19
CT00001638,48875.21,2699-7647-5196-5842,W000001638,2019-09-09
CT00001639,488135.67,6075-6620-7871-9020,W000001639,2020-09-19
CT00001640,173212.28,3648-6799-2315-0573,W000001640,2019-04-24
CT00001641,584388.72,0655-1831-4521-4708,W000001641,2022-02-28
CT00001642,548595.21,4059-5653-9749-5946,W000001642,2021-11-26
CT00001643,538993.54,1555-9058-9583-8068,W000001643,2021-07-30
CT00001644,807674.29,1926-8965-1244-0940,W000001644,2019-02-09
CT00001645,852289.45,9067-6589-8680-0072,W000001645,2021-11-07
CT00001646,863097.78,5255-4331-6696-4618,W000001646,2020-11-26
CT00001647,128366.76,5849-3128-3479-8323,W000001647,2020-01-18
CT00001648,455475.44,7922-9600-1422-9728,W000001648,2019-02-21
CT00001649,174363.46,0423-3850-2016-2630,W000001649,2020-09-20
CT00001650,724797.21,7178-8490-2964-6434,W000001650,2019-07-09
CT00001651,197311.59,5494-9303-7028-7098,W000001651,2020-01-24
CT00001652,58649.13,6333-2510-6415-1634,W000001652,2020-01-31
CT00001653,176394.99,0876-5397-3002-8539,W000001653,2019-03-10
CT00001654,994043.1,5728-0362-3735-8633,W000001654,2021-05-13
CT00001655,461684.13,6872-4900-2543-3470,W000001655,2020-07-28
CT00001656,254646.43,4017-1596-5407-0193,W000001656,2022-02-18
CT00001657,330958.91,1690-1450-5554-4211,W000001657,2022-02-25
CT00001658,355096.18,6412-1243-8101-0861,W000001658,2019-12-19
CT00001659,535844.64,9502-8506-4302-1810,W000001659,2020-10-09
CT00001660,354868.03,1166-4135-4559-1804,W000001660,2020-08-06
CT00001661,98546.91,8975-6976-8522-8690,W000001661,2020-10-04
CT00001662,690667.04,3908-3023-6697-1733,W000001662,2020-10-30
CT00001663,301891.51,8447-1891-2918-8197,W000001663,2019-07-26
CT00001664,58359.24,4162-4869-4649-3380,W000001664,2020-09-21
CT00001665,243249.8,7348-4081-1878-4041,W000001665,2021-10-17
CT00001666,944448.2,2022-2630-0732-2082,W000001666,2021-05-19
CT00001667,489843.81,2126-9295-5982-0141,W000001667,2020-10-06
CT00001668,520522.72,4208-1304-0239-2826,W000001668,2020-02-10
CT00001669,363881.47,2815-2075-0074-7458,W000001669,2019-01-28
CT00001670,865192.55,3819-1417-6467-9161,W000001670,2020-03-23
CT00001671,391059.07,5401-9188-7860-2692,W000001671,2019-06-07
CT00001672,642159.38,3655-7112-6432-8962,W000001672,2021-10-25
CT00001673,474232.27,1845-1664-8028-5113,W000001673,2021-02-08
CT00001674,615203.89,4381-1410-6145-5575,W000001674,2021-09-26
CT00001675,281743.12,7126-0673-2701-3923,W000001675,2019-05-30
CT00001676,266000.09,0883-0164-1319-0746,W000001676,2019-05-03
CT00001677,805407.82,1466-9080-5323-4016,W000001677,2020-12-13
CT00001678,208474.72,4062-6613-9487-4607,W000001678,2020-04-08
CT00001679,904304.69,1555-9058-9583-8068,W000001679,2019-09-13
CT00001680,711787.38,7886-3251-2575-7985,W000001680,2020-12-10
CT00001681,294871.73,7860-0050-6354-1091,W000001681,2021-03-07
CT00001682,32508.1,4194-3656-4506-5525,W000001682,2021-11-25
CT00001683,516484.78,1773-2363-4101-0761,W000001683,2020-07-07
CT00001684,540984.36,0484-0451-5787-9601,W000001684,2019-01-16
CT00001685,868638.35,4859-0772-4124-2321,W000001685,2020-09-18
CT00001686,803626.4,4062-6613-9487-4607,W000001686,2021-09-03
CT00001687,85220.31,1392-3006-7396-3466,W000001687,2019-07-28
CT00001688,838287.61,4381-1410-6145-5575,W000001688,2021-02-09
CT00001689,174115.67,3973-4401-0748-9301,W000001689,2019-09-03
CT00001690,974321.51,3990-3237-2486-2054,W000001690,2021-01-13
CT00001691,944802.69,3455-6421-7669-3874,W000001691,2021-03-26
CT00001692,865611.75,0053-5455-3313-1928,W000001692,2021-06-11
CT00001693,31046.13,2516-0478-6845-4846,W000001693,2021-11-08
CT00001694,465624.7,7324-9500-2177-0455,W000001694,2019-05-16
CT00001695,361923.38,0029-3585-6648-3096,W000001695,2020-02-19
CT00001696,534688.88,4007-1681-2403-7265,W000001696,2019-02-03
CT00001697,182519.3,1085-2362-7984-3277,W000001697,2020-02-19
CT00001698,406219.86,1297-4765-8764-2976,W000001698,2020-08-31
CT00001699,11241.63,1291-7164-0650-7181,W000001699,2019-01-19
CT00001700,449592.77,2970-6476-8759-8456,W000001700,2019-11-12
CT00001701,913296.49,3687-9282-3558-6026,W000001701,2019-06-25
CT00001702,475560.12,2984-4841-0118-0234,W000001702,2021-07-01
CT00001703,965460.39,5170-7297-9388-8277,W000001703,2020-06-10
CT00001704,108964.09,0994-5105-9893-3741,W000001704,2019-03-29
CT00001705,210047.71,8360-7918-0571-9464,W000001705,2022-01-15
CT00001706,135105.94,9973-3938-9787-5608,W000001706,2020-11-10
CT00001707,619403.16,1480-6399-0025-7160,W000001707,2019-05-17
CT00001708,836977.13,3191-1673-1253-7930,W000001708,2019-08-20
CT00001709,78740.26,9864-1383-2422-4034,W000001709,2019-02-23
CT00001710,263969.57,1470-2489-6067-3890,W000001710,2020-02-12
CT00001711,187090.75,3347-3722-9913-3532,W000001711,2020-08-24
CT00001712,266548.38,4381-4351-9661-0692,W000001712,2021-03-10
CT00001713,691519.25,0159-9382-7254-8089,W000001713,2019-02-28
CT00001714,372073.88,6878-5131-6010-0911,W000001714,2020-08-16
CT00001715,496543.31,5949-6907-6403-8572,W000001715,2021-05-07
CT00001716,730281.64,9034-3066-0195-7184,W000001716,2019-05-28
CT00001717,517885.65,3125-9390-1847-6188,W000001717,2020-05-30
CT00001718,560910.98,7575-9334-6754-6771,W000001718,2021-05-20
CT00001719,662284.28,5995-8945-3278-6180,W000001719,2019-06-07
CT00001720,536800.4,5549-3336-1363-8274,W000001720,2021-04-09
CT00001721,420083.84,4284-3968-5052-8661,W000001721,2020-06-29
CT00001722,399853.79,4548-0713-1369-7020,W000001722,2019-02-09
CT00001723,567359.49,2996-5199-1109-7612,W000001723,2021-08-27
CT00001724,30910.52,6064-2362-1527-9482,W000001724,2021-06-29
CT00001725,386336.71,4840-0637-3698-5733,W000001725,2020-05-02
CT00001726,438568.42,5154-7888-5043-8756,W000001726,2019-09-11
CT00001727,631010.79,1108-0792-4482-7484,W000001727,2020-09-03
CT00001728,879243.36,5630-8285-4429-7178,W000001728,2020-02-03
CT00001729,753249.81,1491-6102-0404-7643,W000001729,2020-04-18
CT00001730,114757.24,8148-9474-6667-4418,W000001730,2020-09-26
CT00001731,165789.9,7773-1282-6147-8266,W000001731,2019-05-17
CT00001732,110701.39,3559-3029-9528-3785,W000001732,2019-11-09
CT00001733,398489.91,9980-4122-8142-4112,W000001733,2021-06-27
CT00001734,154810.18,1255-4045-2397-4611,W000001734,2019-08-08
CT00001735,50126.12,2238-0682-9282-8017,W000001735,2020-09-19
CT00001736,761005.25,6694-7184-4148-0115,W000001736,2020-10-04
CT00001737,746567.16,1773-2363-4101-0761,W000001737,2020-12-23
CT00001738,211292.07,2555-1486-4418-9153,W000001738,2019-09-25
CT00001739,453296.2,4217-7406-9451-5574,W000001739,2020-06-30
CT00001740,34820.79,6373-2972-7357-4664,W000001740,2019-04-24
CT00001741,791134.1,8253-0550-6163-6994,W000001741,2022-02-17
CT00001742,973243.39,5745-7023-8170-7726,W000001742,2020-10-12
CT00001743,635987.82,3861-9391-7808-3946,W000001743,2019-07-05
CT00001744,693875.74,2985-8453-6301-1590,W000001744,2019-11-28
CT00001745,398537.65,7953-8578-9530-4442,W000001745,2019-01-07
CT00001746,732054.6,7997-2692-3375-2277,W000001746,2020-10-23
CT00001747,49914.78,6744-2666-3997-9347,W000001747,2019-05-25
CT00001748,392847.35,3921-2258-1317-5397,W000001748,2019-09-20
CT00001749,857214.32,6805-6269-1801-1739,W000001749,2019-04-21
CT00001750,762049.11,3301-2538-4682-5348,W000001750,2021-05-29
CT00001751,284208.17,1311-5869-2428-3225,W000001751,2019-08-08
CT00001752,666695.21,9811-7765-6222-9557,W000001752,2021-01-17
CT00001753,606883.06,8048-5020-4269-5259,W000001753,2021-08-05
CT00001754,942305.7,1255-4045-2397-4611,W000001754,2021-02-25
CT00001755,865717.79,2365-8425-5452-2861,W000001755,2021-02-01
CT00001756,60115.77,0029-3585-6648-3096,W000001756,2021-01-31
CT00001757,168103.89,1513-6975-6590-7042,W000001757,2019-04-18
CT00001758,417151.97,8679-3276-6800-5902,W000001758,2019-05-21
CT00001759,965333.76,7901-2996-2585-8401,W000001759,2021-12-09
CT00001760,565798.09,5579-3962-6250-6059,W000001760,2020-09-07
CT00001761,609232.58,4381-1410-7172-1500,W000001761,2022-02-24
CT00001762,44731.88,1761-7286-9972-4637,W000001762,2020-02-29
CT00001763,928492.1,0870-5932-2832-4582,W000001763,2019-04-10
CT00001764,832738.91,4396-6854-0975-2994,W000001764,2019-05-14
CT00001765,446511.26,5710-6056-0906-7643,W000001765,2021-05-10
CT00001766,653159.46,1967-9063-8384-4226,W000001766,2020-02-04
CT00001767,637192.82,5265-9623-1044-3448,W000001767,2020-04-01
CT00001768,303330.17,2091-8366-9699-4269,W000001768,2021-10-19
CT00001769,886556.57,9063-6362-0330-9088,W000001769,2019-10-26
CT00001770,871454.98,5446-1620-2963-1178,W000001770,2020-06-12
CT00001771,259068.17,7570-5269-0818-7358,W000001771,2019-07-04
CT00001772,474430.7,2520-9980-5158-5465,W000001772,2021-01-05
CT00001773,883805.85,2770-4888-4221-6150,W000001773,2021-11-10
CT00001774,531764.68,4062-6613-9487-4607,W000001774,2019-12-25
CT00001775,733824.75,5398-9535-4342-7838,W000001775,2019-03-23
CT00001776,638269.79,4228-6796-7145-6141,W000001776,2020-01-24
CT00001777,200967.28,8494-8907-9469-3008,W000001777,2021-09-12
CT00001778,717823.68,1842-9177-8789-2854,W000001778,2020-01-21
CT00001779,870666.51,0899-2453-9708-5204,W000001779,2022-01-16
CT00001780,443997.15,2941-8639-3956-3012,W000001780,2020-05-02
CT00001781,149390.55,7352-3452-0476-9337,W000001781,2021-09-28
CT00001782,17387.72,3848-6236-4828-3062,W000001782,2019-08-13
CT00001783,796634.14,5663-0252-6461-8278,W000001783,2019-08-06
CT00001784,2087.68,8494-8907-9469-3008,W000001784,2021-03-31
CT00001785,708405.59,2288-3957-8355-0914,W000001785,2019-10-14
CT00001786,668952.99,4739-2241-7291-8315,W000001786,2019-11-16
CT00001787,420646.89,4091-6755-6916-5795,W000001787,2020-10-23
CT00001788,383128.67,0851-9466-9537-1946,W000001788,2021-04-25
CT00001789,119334.31,6946-0381-1438-1658,W000001789,2020-02-09
CT00001790,472988.96,3722-4736-1416-1229,W000001790,2019-12-26
CT00001791,518568.81,4551-7599-0593-9439,W000001791,2021-04-02
CT00001792,452368.7,2747-1357-9530-6120,W000001792,2021-07-15
CT00001793,164933.96,6921-9943-7658-0203,W000001793,2020-08-07
CT00001794,786605.95,3673-3803-5641-1011,W000001794,2022-01-25
CT00001795,331407.89,1027-4367-5345-6819,W000001795,2019-02-06
CT00001796,902776.87,8743-1436-1322-6997,W000001796,2019-06-11
CT00001797,656723.68,7653-5296-0077-2303,W000001797,2021-03-25
CT00001798,787246.79,4572-1502-4424-8555,W000001798,2019-04-28
CT00001799,413934.05,9926-3832-2649-8631,W000001799,2021-09-19
CT00001800,193305.18,1253-5888-2946-3878,W000001800,2021-05-23
CT00001801,620258.17,6945-9410-8917-8343,W000001801,2021-09-21
CT00001802,949626.64,4284-3968-5052-8661,W000001802,2019-10-09
CT00001803,829041.83,6303-9812-1890-4185,W000001803,2019-06-21
CT00001804,322472.76,3115-0626-1362-7929,W000001804,2019-05-03
CT00001805,670110.43,6444-6228-0698-3816,W000001805,2021-11-12
CT00001806,196005.28,3247-6608-6291-0066,W000001806,2019-09-04
CT00001807,585096.14,0539-7900-9174-8104,W000001807,2020-03-10
CT00001808,726912.8,5805-6994-8477-5603,W000001808,2020-07-13
CT00001809,324765.15,3503-4108-8431-2902,W000001809,2021-06-23
CT00001810,97049.14,5380-4943-2268-5326,W000001810,2021-04-20
CT00001811,32123.62,9675-6331-6911-1983,W000001811,2020-01-10
CT00001812,423511.6,0572-8314-0676-5439,W000001812,2021-10-14
CT00001813,959337.08,0318-1864-8367-4491,W000001813,2019-09-24
CT00001814,732651.56,2555-1486-4418-9153,W000001814,2021-12-27
CT00001815,831540.51,0253-6791-0136-6718,W000001815,2021-03-14
CT00001816,42123.44,0420-2555-2960-1379,W000001816,2021-01-10
CT00001817,435961.43,0295-5184-9265-4563,W000001817,2021-03-17
CT00001818,567897.54,5771-1603-9650-9860,W000001818,2019-09-05
CT00001819,288018.44,1224-4234-9056-8384,W000001819,2020-05-22
CT00001820,766011.99,4798-9819-0926-4922,W000001820,2021-02-13
CT00001821,830566.68,7194-7442-4834-2158,W000001821,2020-06-16
CT00001822,907220.6,5425-7778-9021-8304,W000001822,2019-07-17
CT00001823,459998.52,1689-1046-9772-9344,W000001823,2020-10-26
CT00001824,572795.31,7887-1184-3519-2799,W000001824,2021-08-02
CT00001825,665502.89,4621-8136-7605-1887,W000001825,2019-04-28
CT00001826,318276.96,4831-2484-8275-1620,W000001826,2021-01-30
CT00001827,147192.35,5821-4295-3860-5918,W000001827,2020-11-14
CT00001828,401771.64,7468-2760-7011-9670,W000001828,2019-06-23
CT00001829,223440.58,1084-9480-5718-6906,W000001829,2021-05-10
CT00001830,302203.44,9926-3832-2649-8631,W000001830,2019-12-11
CT00001831,396159.8,9050-7591-0398-6023,W000001831,2020-11-29
CT00001832,964260.68,4779-6717-2476-5914,W000001832,2021-07-11
CT00001833,572893.95,2184-8969-5592-7011,W000001833,2021-04-26
CT00001834,924271.94,6984-2657-2849-6852,W000001834,2019-11-09
CT00001835,200175.43,6453-8831-9423-3648,W000001835,2022-03-03
CT00001836,741328.13,9346-5245-3854-0734,W000001836,2019-04-28
CT00001837,140587.68,7939-0481-5993-0013,W000001837,2019-04-09
CT00001838,31356.82,8695-1548-3827-2850,W000001838,2019-11-05
CT00001839,971252.59,1871-5244-2036-8585,W000001839,2021-03-26
CT00001840,973585.74,6088-2653-8825-8054,W000001840,2019-03-01
CT00001841,513860.73,0887-0605-0406-9579,W000001841,2021-03-02
CT00001842,404847.46,8161-6116-5330-2462,W000001842,2019-09-17
CT00001843,990207.91,2545-9392-9982-9044,W000001843,2019-01-20
CT00001844,629662.23,5849-6210-3210-6709,W000001844,2019-01-19
CT00001845,974283.37,4297-6622-1780-0706,W000001845,2021-09-25
CT00001846,485394.01,5694-7571-4742-6455,W000001846,2021-05-01
CT00001847,383134.26,5510-5439-0733-1351,W000001847,2020-04-10
CT00001848,886508.33,7676-7541-5044-1382,W000001848,2022-03-06
CT00001849,959882.32,6311-9046-6447-9136,W000001849,2019-05-09
CT00001850,517553.07,3502-6858-8425-6693,W000001850,2020-11-29
CT00001851,241002.79,7390-0520-5725-0050,W000001851,2020-10-23
CT00001852,949307.96,5255-4331-6696-4618,W000001852,2020-05-07
CT00001853,183036.41,0646-5966-5446-5836,W000001853,2021-02-11
CT00001854,562964.83,4921-0985-8188-9581,W000001854,2019-11-06
CT00001855,58244.55,0306-8293-6140-0947,W000001855,2020-05-17
CT00001856,65707.9,6514-2932-8608-4316,W000001856,2020-01-06
CT00001857,232294.79,5849-6210-3210-6709,W000001857,2022-02-09
CT00001858,228062.36,6077-8058-1146-1532,W000001858,2021-08-02
CT00001859,296345.87,8611-8779-9870-3708,W000001859,2021-07-26
CT00001860,578531.85,5159-8614-8850-9751,W000001860,2020-06-05
CT00001861,584546.19,1691-9346-0648-6675,W000001861,2021-10-26
CT00001862,947856.74,5475-4808-1733-0819,W000001862,2020-06-02
CT00001863,402440.13,1399-2868-1027-6749,W000001863,2020-01-09
CT00001864,288909.8,6585-2281-0331-6451,W000001864,2020-05-25
CT00001865,328716.48,6311-9046-6447-9136,W000001865,2021-09-17
CT00001866,150250.23,7245-3640-9586-9649,W000001866,2020-10-01
CT00001867,77388.97,8033-2923-2907-8966,W000001867,2020-09-01
CT00001868,65409.09,8517-1095-7275-1631,W000001868,2019-04-02
CT00001869,964092.84,9614-6572-4888-8347,W000001869,2020-02-17
CT00001870,574056.12,4805-4548-8137-2486,W000001870,2021-08-14
CT00001871,499461.74,3683-7289-6130-5647,W000001871,2021-12-24
CT00001872,144505.0,0182-3099-8496-3970,W000001872,2021-08-13
CT00001873,283007.44,5679-5298-3581-3642,W000001873,2021-05-17
CT00001874,570754.59,7023-9900-3508-1663,W000001874,2021-12-20
CT00001875,113937.33,5835-3613-2852-5315,W000001875,2020-06-06
CT00001876,441861.44,2336-0472-6447-7797,W000001876,2021-03-22
CT00001877,747794.39,6504-8306-3718-9531,W000001877,2022-03-06
CT00001878,766501.33,2091-8366-9699-4269,W000001878,2019-07-14
CT00001879,318886.05,4027-4787-3106-8865,W000001879,2020-10-13
CT00001880,394836.99,1466-9814-7425-1138,W000001880,2021-08-16
CT00001881,687794.22,2282-0075-3465-9881,W000001881,2020-04-10
CT00001882,535584.46,1344-4077-5654-5897,W000001882,2019-10-16
CT00001883,482820.26,6236-2281-1831-4533,W000001883,2019-07-10
CT00001884,825605.54,1424-9488-2923-1107,W000001884,2020-05-04
CT00001885,332814.53,4884-2107-8829-9569,W000001885,2020-05-18
CT00001886,794703.08,6089-5984-5580-1112,W000001886,2020-01-29
CT00001887,597182.41,5447-7464-2437-9320,W000001887,2020-02-11
CT00001888,327650.05,8758-8426-8270-3927,W000001888,2020-02-03
CT00001889,463506.78,6523-0889-9907-3492,W000001889,2021-10-17
CT00001890,433350.61,1958-7439-4926-0934,W000001890,2022-03-01
CT00001891,875436.29,6326-6454-4549-3348,W000001891,2022-02-19
CT00001892,452907.41,8758-8426-8270-3927,W000001892,2021-08-07
CT00001893,109522.11,0844-4325-2424-8198,W000001893,2020-03-19
CT00001894,902665.67,6311-5748-8088-1142,W000001894,2021-05-16
CT00001895,315396.94,9913-9781-2978-6572,W000001895,2021-03-06
CT00001896,944569.01,0495-9600-7177-4328,W000001896,2019-04-14
CT00001897,12986.5,6090-6850-9723-3603,W000001897,2021-06-17
CT00001898,159063.34,7171-7043-3876-8956,W000001898,2019-06-22
CT00001899,766800.03,1929-7083-3133-1612,W000001899,2021-05-04
CT00001900,197337.17,7245-3640-9586-9649,W000001900,2019-09-28
CT00001901,117236.62,5424-6659-2438-6694,W000001901,2019-07-23
CT00001902,656563.32,9926-3832-2649-8631,W000001902,2019-07-01
CT00001903,199047.13,5413-7833-8940-5789,W000001903,2021-12-17
CT00001904,36823.02,9063-6362-0330-9088,W000001904,2021-12-24
CT00001905,393322.98,3172-2576-8288-5230,W000001905,2021-09-12
CT00001906,691203.49,8964-6172-6994-3631,W000001906,2020-07-02
CT00001907,812441.26,6903-2762-4906-6770,W000001907,2021-10-07
CT00001908,42555.55,8131-0194-0442-5564,W000001908,2020-05-12
CT00001909,416283.01,3462-9774-5169-7607,W000001909,2022-02-08
CT00001910,18538.42,7486-9460-7285-2368,W000001910,2019-02-14
CT00001911,721620.51,5805-6438-7463-9584,W000001911,2020-11-11
CT00001912,105575.6,0197-9967-7590-1524,W000001912,2021-09-01
CT00001913,419778.9,1571-8060-9580-4405,W000001913,2021-10-16
CT00001914,262776.97,3030-3695-8171-4570,W000001914,2021-05-29
CT00001915,204951.3,3604-0640-1702-0133,W000001915,2022-01-03
CT00001916,746655.38,3603-6810-2042-8759,W000001916,2020-03-28
CT00001917,894426.78,6262-4596-3707-6467,W000001917,2020-09-23
CT00001918,616457.83,9056-1147-9212-7864,W000001918,2020-12-18
CT00001919,246004.64,9266-8415-8983-4248,W000001919,2021-12-02
CT00001920,385057.54,1807-8923-5506-1177,W000001920,2020-12-06
CT00001921,387894.96,9467-4186-2559-5000,W000001921,2021-03-18
CT00001922,814071.91,6466-9399-6864-4216,W000001922,2021-01-14
CT00001923,327475.74,1127-1993-4297-9079,W000001923,2019-03-29
CT00001924,493936.82,1996-2464-6282-0180,W000001924,2021-05-07
CT00001925,642937.72,2027-8798-4389-1460,W000001925,2021-01-28
CT00001926,694490.93,3900-6845-6174-0043,W000001926,2020-06-08
CT00001927,651017.88,6333-2510-6415-1634,W000001927,2019-04-30
CT00001928,974605.89,5803-1278-5111-1963,W000001928,2021-09-16
CT00001929,151779.08,8611-4995-3998-2126,W000001929,2019-11-29
CT00001930,565938.47,7660-3601-6785-6561,W000001930,2021-01-29
CT00001931,676758.68,3988-1751-0066-7919,W000001931,2019-05-01
CT00001932,786950.08,1601-7741-5745-7648,W000001932,2019-07-18
CT00001933,272296.95,0138-3932-4064-7597,W000001933,2020-09-05
CT00001934,668363.92,3329-9077-1881-2735,W000001934,2021-02-28
CT00001935,123090.98,6769-0453-1866-2867,W000001935,2020-05-26
CT00001936,823857.4,3988-9919-6604-0572,W000001936,2021-05-28
CT00001937,681870.37,1572-1182-0818-6991,W000001937,2019-01-17
CT00001938,400307.26,3438-3736-1712-9134,W000001938,2020-07-14
CT00001939,197283.49,0695-6546-0691-7019,W000001939,2020-11-25
CT00001940,153109.73,6466-9399-6864-4216,W000001940,2020-10-05
CT00001941,179799.03,8679-3276-6800-5902,W000001941,2020-12-27
CT00001942,56810.86,1000-6590-6018-9843,W000001942,2019-09-13
CT00001943,437656.57,3982-9064-1652-6601,W000001943,2021-12-30
CT00001944,275821.12,7996-9857-3479-6496,W000001944,2021-02-18
CT00001945,867793.37,8441-9287-8017-8445,W000001945,2020-11-09
CT00001946,287554.13,5797-1436-5196-9779,W000001946,2021-05-22
CT00001947,131210.59,1853-6525-4021-4362,W000001947,2019-07-12
CT00001948,817267.34,1510-3170-6276-0373,W000001948,2021-04-16
CT00001949,917028.23,6758-0437-2842-4654,W000001949,2020-03-27
CT00001950,545385.68,1480-6399-0025-7160,W000001950,2022-01-02
CT00001951,777195.39,9056-1147-9212-7864,W000001951,2020-09-12
CT00001952,65909.14,9335-5885-1822-9033,W000001952,2021-09-15
CT00001953,703235.42,8405-6745-1176-9505,W000001953,2021-02-15
CT00001954,515398.15,5486-2252-7774-3346,W000001954,2021-05-17
CT00001955,186.35,9950-9305-4064-1768,W000001955,2020-11-07
CT00001956,577728.74,6950-5025-3187-4606,W000001956,2019-09-15
CT00001957,326096.93,6295-8165-1884-4182,W000001957,2021-07-19
CT00001958,50998.68,1690-1450-5554-4211,W000001958,2019-07-22
CT00001959,918238.74,2630-3724-9209-8918,W000001959,2022-02-26
CT00001960,157949.03,7953-8742-1007-6758,W000001960,2021-08-23
CT00001961,107101.24,8943-4260-7397-0184,W000001961,2019-01-11
CT00001962,775646.77,8625-7401-8020-9563,W000001962,2020-01-07
CT00001963,365.32,0887-0605-0406-9579,W000001963,2020-05-30
CT00001964,226903.16,1871-5244-2036-8585,W000001964,2020-09-14
CT00001965,828095.61,8048-5020-4269-5259,W000001965,2019-02-09
CT00001966,306959.69,3122-4728-4197-9952,W000001966,2020-12-11
CT00001967,566005.56,4815-8366-8690-9109,W000001967,2019-09-12
CT00001968,691706.01,6444-6228-0698-3816,W000001968,2021-07-07
CT00001969,556032.32,6984-2657-2849-6852,W000001969,2021-12-18
CT00001970,373921.39,7117-5312-3797-6774,W000001970,2020-07-26
CT00001971,356828.6,8713-9023-5396-9757,W000001971,2020-12-04
CT00001972,170986.0,2257-4510-5613-8322,W000001972,2020-07-21
CT00001973,92783.94,0754-8997-4525-1956,W000001973,2020-11-01
CT00001974,808461.08,5914-6400-6270-5696,W000001974,2020-02-29
CT00001975,387926.23,9102-4826-6496-5102,W000001975,2019-10-13
CT00001976,740856.5,8993-0658-6902-9047,W000001976,2020-06-04
CT00001977,699603.06,3247-7177-9734-4334,W000001977,2021-01-22
CT00001978,141405.13,8862-2680-6342-4217,W000001978,2019-09-28
CT00001979,220297.13,6827-8386-0252-3947,W000001979,2021-07-24
CT00001980,987933.23,5170-7297-9388-8277,W000001980,2020-05-09
CT00001981,679855.08,2524-1098-1866-0538,W000001981,2021-11-12
CT00001982,900385.05,7123-0029-6233-0511,W000001982,2020-03-02
CT00001983,181298.99,2314-4576-4249-7782,W000001983,2019-04-23
CT00001984,122642.97,4402-6704-4216-0865,W000001984,2022-01-07
CT00001985,669401.64,7570-5269-0818-7358,W000001985,2022-03-01
CT00001986,882396.94,3026-8709-8651-2140,W000001986,2019-11-25
CT00001987,369534.19,9578-8301-2662-9809,W000001987,2021-11-26
CT00001988,131783.28,3854-5339-5966-9028,W000001988,2019-06-12
CT00001989,548454.99,9614-6572-4888-8347,W000001989,2021-09-29
