Top_up_BankNum_ID,Balanced,Bank_Num,Wallet_ID,Top_Up_Date
BT00001859,502608.85,659-207174-2,W000001859,2021-07-26
BT00001860,940720.08,538-954242-7,W000001860,2020-06-05
BT00001861,132953.89,287-872914-0,W000001861,2021-10-26
BT00001862,245092.56,984-228044-2,W000001862,2020-06-02
BT00001863,127979.45,275-226184-4,W000001863,2020-01-09
BT00001864,993532.43,874-957545-8,W000001864,2020-05-25
BT00001865,804617.29,560-255174-4,W000001865,2021-09-17
BT00001866,359.63,293-579923-3,W000001866,2020-10-01
BT00001867,665836.35,834-143290-8,W000001867,2020-09-01
BT00001868,968550.7,686-803731-2,W000001868,2019-04-02
BT00001869,232320.92,221-843124-3,W000001869,2020-02-17
BT00001870,290177.46,692-356866-2,W000001870,2021-08-14
BT00001871,475742.21,251-937851-3,W000001871,2021-12-24
BT00001872,125066.04,735-057754-8,W000001872,2021-08-13
BT00001873,274618.71,800-492322-7,W000001873,2021-05-17
BT00001874,837911.63,227-678572-9,W000001874,2021-12-20
BT00001875,431823.6,154-010919-8,W000001875,2020-06-06
BT00001876,65331.71,657-079953-3,W000001876,2021-03-22
BT00001877,544785.83,778-347576-8,W000001877,2022-03-06
BT00001878,929684.16,009-736572-0,W000001878,2019-07-14
BT00001879,581768.25,106-355845-4,W000001879,2020-10-13
BT00001880,64439.51,534-851601-8,W000001880,2021-08-16
BT00001881,271433.48,937-840028-0,W000001881,2020-04-10
BT00001882,127097.52,369-043597-0,W000001882,2019-10-16
BT00001883,543917.54,888-378020-3,W000001883,2019-07-10
BT00001884,446221.78,713-010396-3,W000001884,2020-05-04
BT00001885,816428.01,691-059310-4,W000001885,2020-05-18
BT00001886,671065.41,543-070575-1,W000001886,2020-01-29
BT00001887,203502.19,101-462366-2,W000001887,2020-02-11
BT00001888,870209.69,860-703828-7,W000001888,2020-02-03
BT00001889,726310.69,785-104767-2,W000001889,2021-10-17
BT00001890,403571.7,069-982423-0,W000001890,2022-03-01
BT00001891,471734.85,703-045374-6,W000001891,2022-02-19
BT00001892,393197.78,692-356866-2,W000001892,2021-08-07
BT00001893,471152.27,638-568717-2,W000001893,2020-03-19
BT00001894,97785.67,811-931485-8,W000001894,2021-05-16
BT00001895,137427.15,572-202460-8,W000001895,2021-03-06
BT00001896,628820.91,093-409074-5,W000001896,2019-04-14
BT00001897,810830.34,938-180531-9,W000001897,2021-06-17
BT00001898,971466.26,729-733484-0,W000001898,2019-06-22
BT00001899,89514.76,089-552334-5,W000001899,2021-05-04
BT00001900,902141.88,869-337420-3,W000001900,2019-09-28
BT00001901,435437.55,688-289168-4,W000001901,2019-07-23
BT00001902,385082.03,371-555321-0,W000001902,2019-07-01
BT00001903,588476.37,767-719779-2,W000001903,2021-12-17
BT00001904,232782.92,513-195710-8,W000001904,2021-12-24
BT00001905,249572.84,598-310133-4,W000001905,2021-09-12
BT00001906,960085.04,197-315703-4,W000001906,2020-07-02
BT00001907,810953.94,896-122878-0,W000001907,2021-10-07
BT00001908,434403.9,502-309678-7,W000001908,2020-05-12
BT00001909,897362.37,390-630578-4,W000001909,2022-02-08
BT00001910,826322.5,679-926920-0,W000001910,2019-02-14
BT00001911,494310.43,607-593658-9,W000001911,2020-11-11
BT00001912,23884.46,343-796059-6,W000001912,2021-09-01
BT00001913,571123.07,125-317013-7,W000001913,2021-10-16
BT00001914,706536.6,532-851796-4,W000001914,2021-05-29
BT00001915,258258.02,343-128093-3,W000001915,2022-01-03
BT00001916,394202.27,119-386919-5,W000001916,2020-03-28
BT00001917,247889.48,625-552287-8,W000001917,2020-09-23
BT00001918,713233.67,588-523850-3,W000001918,2020-12-18
BT00001919,305064.36,421-606605-3,W000001919,2021-12-02
BT00001920,324388.43,629-819245-9,W000001920,2020-12-06
BT00001921,878755.09,523-513894-7,W000001921,2021-03-18
BT00001922,601258.17,879-968527-5,W000001922,2021-01-14
BT00001923,331536.9,538-795385-9,W000001923,2019-03-29
BT00001924,827178.33,402-416453-4,W000001924,2021-05-07
BT00001925,975340.73,984-228044-2,W000001925,2021-01-28
BT00001926,47056.94,398-843303-4,W000001926,2020-06-08
BT00001927,55281.11,537-612856-2,W000001927,2019-04-30
BT00001928,466046.6,507-480359-3,W000001928,2021-09-16
BT00001929,44240.05,981-154800-4,W000001929,2019-11-29
BT00001930,612243.45,436-248539-2,W000001930,2021-01-29
BT00001931,555604.27,703-388363-8,W000001931,2019-05-01
BT00001932,964118.15,668-767048-3,W000001932,2019-07-18
BT00001933,793548.82,696-392102-2,W000001933,2020-09-05
BT00001934,652580.35,290-696572-7,W000001934,2021-02-28
BT00001935,35533.45,398-843303-4,W000001935,2020-05-26
BT00001936,585052.59,634-248965-0,W000001936,2021-05-28
BT00001937,247617.77,117-838607-0,W000001937,2019-01-17
BT00001938,178164.27,961-715095-2,W000001938,2020-07-14
BT00001939,461240.71,086-164620-8,W000001939,2020-11-25
BT00001940,386830.2,689-684663-4,W000001940,2020-10-05
BT00001941,366093.9,101-779774-7,W000001941,2020-12-27
BT00001942,837718.35,073-078838-3,W000001942,2019-09-13
BT00001943,391194.9,151-781306-4,W000001943,2021-12-30
BT00001944,895071.99,091-425938-0,W000001944,2021-02-18
BT00001945,222266.94,093-409074-5,W000001945,2020-11-09
BT00001946,474793.32,089-315683-4,W000001946,2021-05-22
BT00001947,455451.01,001-869541-4,W000001947,2019-07-12
BT00001948,977175.39,397-329848-1,W000001948,2021-04-16
BT00001949,650163.54,149-712470-4,W000001949,2020-03-27
BT00001950,629570.37,555-925480-4,W000001950,2022-01-02
BT00001951,39220.48,895-768989-8,W000001951,2020-09-12
BT00001952,725197.09,434-675042-9,W000001952,2021-09-15
BT00001953,439635.68,243-540026-7,W000001953,2021-02-15
BT00001954,57752.17,855-999436-9,W000001954,2021-05-17
BT00001955,362999.93,285-909723-3,W000001955,2020-11-07
BT00001956,333640.48,839-385416-4,W000001956,2019-09-15
BT00001957,352855.61,699-841203-7,W000001957,2021-07-19
BT00001958,530215.26,149-186876-0,W000001958,2019-07-22
BT00001959,238710.59,877-333563-6,W000001959,2022-02-26
BT00001960,544656.5,666-153974-6,W000001960,2021-08-23
BT00001961,608131.44,061-327746-8,W000001961,2019-01-11
BT00001962,648263.39,026-313087-5,W000001962,2020-01-07
BT00001963,398742.45,303-857136-6,W000001963,2020-05-30
BT00001964,273618.12,869-337420-3,W000001964,2020-09-14
BT00001965,538232.86,855-242980-3,W000001965,2019-02-09
BT00001966,182290.31,099-987264-9,W000001966,2020-12-11
BT00001967,832477.75,908-262073-1,W000001967,2019-09-12
BT00001968,318206.72,437-027251-7,W000001968,2021-07-07
BT00001969,622453.93,530-736581-2,W000001969,2021-12-18
BT00001970,596398.27,414-184637-7,W000001970,2020-07-26
BT00001971,413108.2,844-982204-3,W000001971,2020-12-04
BT00001972,917149.76,421-897940-4,W000001972,2020-07-21
BT00001973,358466.28,093-215387-9,W000001973,2020-11-01
BT00001974,573799.29,181-858570-5,W000001974,2020-02-29
BT00001975,996357.38,565-055816-6,W000001975,2019-10-13
BT00001976,961943.25,123-147364-5,W000001976,2020-06-04
BT00001977,163404.34,891-897217-8,W000001977,2021-01-22
BT00001978,332359.69,324-754673-5,W000001978,2019-09-28
BT00001979,458587.49,195-814619-3,W000001979,2021-07-24
BT00001980,37778.45,182-430995-1,W000001980,2020-05-09
BT00001981,84572.53,266-432120-7,W000001981,2021-11-12
BT00001982,237988.71,101-024504-2,W000001982,2020-03-02
BT00001983,62649.63,173-560685-0,W000001983,2019-04-23
BT00001984,116896.48,900-265660-1,W000001984,2022-01-07
BT00001985,180102.42,451-772364-7,W000001985,2022-03-01
BT00001986,576638.14,846-204424-6,W000001986,2019-11-25
BT00001987,178489.06,720-032868-9,W000001987,2021-11-26
BT00001988,183718.75,186-037629-3,W000001988,2019-06-12
BT00001989,503047.97,151-450555-0,W000001989,2021-09-29
BT00001990,560099.81,129-945183-0,W000001990,2022-02-03
BT00001991,218971.03,675-667117-7,W000001991,2020-01-29
BT00001992,537534.88,853-542449-4,W000001992,2019-03-24
BT00001993,62629.43,412-249933-9,W000001993,2019-09-07
BT00001994,334875.38,586-983720-1,W000001994,2021-06-27
BT00001995,256909.83,510-096513-6,W000001995,2021-12-23
BT00001996,426616.77,817-734358-9,W000001996,2021-05-20
BT00001997,500305.21,572-129828-4,W000001997,2020-09-02
BT00001998,901423.93,967-483581-5,W000001998,2021-02-02
BT00001999,72167.46,197-842922-2,W000001999,2020-09-02
BT00002000,895409.59,544-447451-2,W000002000,2020-06-03
